,AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
1598,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,9960,4,22.001,1.44,,25.57,53190,1.9,13.59,17.35,24.27,31.62,39.83,28270,36090,50490,65780,82850,,
1615,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,5400,4.9,11.915,1.52,,47.61,99020,2.7,22.84,28.99,43.59,59.23,77.31,47520,60290,90670,123210,160810,,
1621,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,34970,5.6,77.221,1.28,,29.54,61440,4.9,12.08,16.21,25.32,37.7,48.98,25130,33720,52670,78410,101870,,
1677,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6470,6.6,14.278,1.04,,29.13,60590,3.2,13.19,17,24.26,34.84,47.29,27440,35360,50470,72480,98360,,
1705,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,28870,2.2,63.735,1.08,,38.84,80780,2.5,18.12,24.44,31.84,42.85,63.5,37700,50830,66230,89120,132090,,
1747,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,18030,5.3,39.811,0.9,,15.62,32500,1.5,11.69,12.67,14.58,17.75,21.86,24310,26350,30330,36910,45460,,
1764,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,9970,3.1,22.011,0.92,,26.87,55880,5.4,11.95,15.79,24.39,35.73,45.9,24850,32840,50730,74310,95470,,
1783,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,35520,1.6,78.435,0.85,,14.1,29320,1.2,11.25,11.66,12.48,14.72,19.14,23410,24250,25950,30610,39810,,
1800,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,14930,4.1,32.971,1.09,,15.34,31910,1.6,11.43,11.97,13.86,17.47,22.23,23770,24900,28830,36340,46240,,
1808,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,12210,5.4,26.965,1.2,,15.79,32830,2.3,11.24,11.66,13.12,17.79,23.64,23390,24260,27290,37000,49160,,
1828,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,40880,2.6,90.255,0.92,,20.99,43660,2.4,11.41,11.93,14.29,23.55,38.23,23740,24810,29730,48990,79520,,
1847,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,67850,1.9,149.817,1.13,,20.91,43490,0.6,12.65,15.59,19.25,24.49,30.97,26320,32430,40040,50930,64410,,
1896,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,130,30.4,0.291,0.09,,21.95,45660,5.9,12.18,13.74,17.89,29.96,38.85,25330,28580,37200,62320,80810,,
1898,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,17450,3.9,38.518,0.91,,27.97,58170,1.5,15.99,19.67,26.01,34.46,44.5,33250,40910,54100,71670,92560,,
1929,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,17110,3.3,37.774,0.97,,25,52000,1.7,14,17.57,23.16,30.05,40.11,29110,36550,48160,62500,83440,,
1960,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,16840,5.5,37.181,0.6,,21.47,44660,2,12.14,15,19.91,26.02,31.96,25240,31200,41410,54130,66480,,
2009,10580,"Albany-Schenectady-Troy, NY",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,29170,2.8,64.397,0.75,,18.56,38600,1.3,11.77,13.26,17.11,22.42,27.85,24480,27570,35590,46640,57920,,
2031,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,18790,2.6,47.914,0.87,,51.63,107400,2.8,23.83,32.01,44.82,63.4,89.27,49570,66590,93230,131880,185670,,
2059,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,20980,2.8,53.497,0.96,,33.71,70120,2.8,17.29,22.99,30.42,40.97,53.39,35960,47810,63280,85230,111050,,
2085,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,9120,3.6,23.248,0.75,,38.14,79330,5.5,17.44,24.9,35.63,49.19,62.6,36260,51800,74110,102310,130200,,
2100,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,11840,4.1,30.204,1.71,,48.72,101340,5.6,24.04,33.89,47.89,62.27,75.93,50010,70500,99610,129530,157930,,
2124,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,4610,6.8,11.767,1.34,,35.93,74730,4.4,18.08,23.48,31.51,43.83,61.61,37610,48830,65540,91170,128140,,
2152,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,7220,3,18.42,1.21,,23.26,48380,3.4,13.25,17.14,21.95,28.59,35.83,27560,35650,45650,59470,74530,,
2167,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,3590,4.9,9.145,1.17,,42.63,88670,7.5,18.49,23.94,34.71,53.18,81.08,38460,49790,72190,110610,168640,,
2173,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,22260,2,56.771,0.94,,25.66,53370,8.8,9,13.4,22.35,29.66,44.8,18730,27860,46480,61700,93180,,
2197,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5200,5.1,13.267,0.97,,29.71,61800,13,10.89,14.76,22.01,33.04,49.58,22650,30700,45790,68730,103120,,
2224,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,25340,2.7,64.625,1.09,,41.36,86020,5,16.58,24.91,34.57,45.21,68.18,34480,51800,71910,94030,141810,,
2270,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,23240,3.6,59.274,1.33,,13.45,27980,2.4,9,10.28,12.19,15.46,19.33,18730,21390,25350,32160,40210,,
2286,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,11720,5.5,29.888,1.25,,19.29,40120,4.5,9.78,12.21,17.62,23.96,30.35,20350,25400,36640,49830,63130,,
2303,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,38880,2.1,99.157,1.08,,10.94,22750,1.2,8.28,8.86,9.96,11.94,14.85,17210,18440,20720,24830,30880,,
2319,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,11070,4.4,28.219,0.94,,12.97,26980,1.9,8.77,10.03,11.76,14.57,18.59,18240,20860,24470,30310,38660,,
2328,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,8260,5.4,21.062,0.94,,13.49,28060,2.2,8.38,9.16,11.19,16.13,22.63,17440,19040,23280,33560,47070,,
2347,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,38860,3,99.113,1.01,,17.06,35480,2.8,8.92,10.24,12.64,18.85,30.19,18560,21300,26300,39200,62790,,
2366,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,59670,1.8,152.177,1.14,,17.74,36900,1,10.61,13.08,16.38,21.24,27.47,22080,27210,34060,44190,57130,,
2412,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,490,21,1.249,0.38,,13.82,28750,5.6,8.59,9.93,11.87,15.9,20.64,17870,20650,24700,33070,42930,,
2415,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,20020,3.7,51.065,1.21,,20.94,43550,1.4,12.89,15.51,18.89,24.91,31.48,26810,32260,39280,51810,65480,,
2445,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,13610,4.8,34.702,0.89,,21.6,44930,1.6,11.61,15.03,19.85,26.61,33.89,24160,31260,41280,55350,70490,,
2477,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,12810,5.7,32.671,0.52,,18.56,38610,2.8,10.17,12,15.99,22.39,30.54,21160,24960,33260,46580,63520,,
2522,10740,"Albuquerque, NM",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,24530,3.3,62.567,0.73,,16.82,34980,2.3,9.42,11.26,14.58,19.9,26.08,19590,23420,30330,41400,54240,,
2543,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2540,4.9,42.097,0.77,,43.84,91180,3.6,17.95,27.43,37.35,50.33,75.8,37340,57060,77690,104690,157660,,
2560,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,2150,7.2,35.624,0.64,,28.27,58810,3.4,15.91,20.06,26.51,34.07,43.78,33100,41730,55130,70860,91060,,
2575,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,320,17.4,5.337,0.17,,29.4,61140,3.4,16.94,21.09,28.28,37.13,44.22,35240,43870,58810,77220,91970,,
2581,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,770,14.2,12.767,0.72,,33.56,69800,3.5,17.67,23.44,30.67,40.04,54.1,36750,48750,63790,83290,112520,,
2589,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,500,24.6,8.265,0.94,,32.61,67830,4.2,17.21,23.21,29.75,38.27,50.96,35790,48270,61890,79590,106000,,
2595,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,1350,10.2,22.329,1.46,,20.96,43590,5.2,11.2,14.73,19.78,25.87,32.49,23300,30630,41140,53800,67580,,
2605,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,390,31.4,6.408,0.82,,29.91,62210,7.2,14.03,20.46,23.79,34.05,53.69,29180,42560,49490,70830,111670,,
2608,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,4430,6.2,73.381,1.21,,19.33,40220,3.6,8.19,9.53,20.59,23.95,29.2,17040,19810,42820,49830,60730,,
2618,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,330,22.9,5.433,0.4,,21.48,44680,9.2,9.94,11.85,17.42,25.38,34.75,20670,24650,36240,52800,72270,,
2623,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,5260,5.3,87.153,1.48,,31.71,65960,2.5,14.92,19.48,27.98,36.71,52.23,31030,40530,58190,76360,108630,,
2646,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,4170,4.2,69.01,1.55,,11.05,22990,3.9,8.01,8.61,9.64,12.48,15.85,16650,17900,20040,25960,32960,,
2656,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,1660,13.9,27.551,1.16,,21.6,44920,4.7,11.79,16.18,20.29,26.51,30.15,24530,33660,42200,55150,62710,,
2663,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,4840,6.8,80.094,0.87,,9.97,20730,2.1,7.87,8.32,9.04,10.26,13.43,16370,17300,18810,21330,27930,,
2678,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1470,6.2,24.363,0.81,,11.94,24830,3.3,8.15,8.88,10.44,12.96,16.62,16960,18470,21710,26970,34570,,
2684,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,2030,5.7,33.631,1.5,,13.55,28190,4.9,8.41,9.64,12.94,15.26,21.29,17490,20040,26920,31730,44280,,
2693,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,6160,9.4,101.967,1.04,,14.3,29740,3.1,8.22,9.12,11.34,16.04,23.68,17090,18960,23590,33350,49260,,
2705,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,8760,4,145.059,1.09,,15.93,33140,1.5,9.64,11.38,14.71,18.99,24.31,20060,23670,30590,39500,50570,,
2736,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,250,17.1,4.103,1.24,,17.7,36810,3.7,8.3,10.01,17.5,22.71,27.69,17270,20820,36390,47240,57600,,
2739,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2990,6.8,49.563,1.18,,19.9,41390,2.5,10.88,13.58,17.88,24.64,32.16,22630,28250,37190,51240,66890,,
2752,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,2370,7.4,39.271,1.01,,20.76,43180,3.7,10.34,13.78,19.01,27.07,34.27,21500,28660,39550,56310,71290,,
2767,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,3150,15.4,52.15,0.84,,19.93,41460,3.9,10.02,13.4,18.22,24.36,30.85,20850,27870,37890,50670,64170,,
2781,10780,"Alexandria, LA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,4490,7,74.449,0.87,,15.92,33110,3.2,8.74,10.55,14.08,18.8,25.02,18190,21940,29280,39100,52050,,
2794,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,14830,3.4,40.55,0.74,,56.12,116730,1.5,26.31,35.78,49.4,66.22,95.81,54720,74430,102740,137740,199280,,
2824,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,13470,3.2,36.818,0.66,,35.51,73860,1.4,19.29,24.48,31.27,41.95,56,40120,50920,65030,87260,116480,,
2851,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,6820,8.5,18.636,0.6,,38,79040,2.4,19.28,25.69,34.69,47.24,61.43,40100,53430,72160,98260,127770,,
2865,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,5910,8.9,16.146,0.91,,38.46,79990,2.9,22.47,27.93,34.99,46.1,60.07,46740,58090,72780,95880,124950,,
2891,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,2380,12.5,6.516,0.74,,31.8,66150,2.6,16.23,21.29,29.17,38.72,49.61,33770,44270,60670,80530,103190,,
2908,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,5970,6.2,16.327,1.07,,23.19,48230,2.7,13.07,16.57,21.46,28.89,36.79,27190,34470,44640,60090,76530,,
2924,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,1400,12.6,3.836,0.49,,37.02,77010,6.9,16.62,20.48,26.36,44.9,75.37,34580,42600,54820,93380,156770,,
2929,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,22270,4.7,60.903,1.01,,30.28,62990,3.1,11.45,17.59,29.17,40.43,47.86,23820,36580,60670,84090,99550,,
2973,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3400,7.2,9.303,0.68,,24.35,50650,4.4,9.19,13.79,21.43,29.5,39.35,19110,28690,44580,61370,81840,,
2995,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,25820,4,70.583,1.2,,37.59,78200,3,16.91,23.97,31.07,39.87,62.68,35160,49850,64620,82920,130380,,
3038,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,19360,4.4,52.928,1.19,,15.06,31320,1.5,10.38,11.8,14.37,17.46,20.58,21600,24540,29880,36310,42800,,
3055,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,6750,7.9,18.455,0.77,,22.63,47080,5.3,10.14,11.97,18.58,31.11,41.9,21100,24900,38650,64700,87150,,
3071,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,31860,3.1,87.107,0.95,,12.18,25330,1.3,8.25,9.12,10.97,14.18,17.82,17150,18970,22810,29500,37060,,
3086,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,11310,5.7,30.92,1.03,,15.75,32750,4.3,9.32,10.86,13.63,18.15,24.76,19390,22580,28340,37760,51490,,
3094,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,9790,7.6,26.769,1.19,,13.31,27680,2.3,8.17,9.12,11.38,15.54,21.69,16990,18960,23670,32320,45110,,
3112,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,31720,3.3,86.73,0.89,,18.6,38680,2.8,8.62,9.88,12.68,21.38,34.65,17930,20550,26370,44480,72070,,
3130,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,51600,2.1,141.073,1.06,,18.88,39270,0.9,11.05,14.03,17.78,22.66,28.83,22980,29180,36990,47120,59960,,
3179,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,110,16.4,0.302,0.09,,16.59,34510,3.1,10.68,12.75,14.53,18.72,23.93,22220,26530,30210,38940,49780,,
3182,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,11060,5.2,30.251,0.72,,25.11,52220,1.5,15.26,18.32,23.46,29.63,38.77,31730,38120,48800,61620,80640,,
3208,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,14690,4,40.178,1.03,,24.43,50810,1.6,13.76,17.75,23.52,29.57,37.79,28620,36920,48930,61490,78600,,
3238,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,26180,5,71.584,1.15,,19.8,41180,1.5,11.78,14.5,18.63,24.03,29.79,24490,30160,38740,49990,61960,,
3299,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,49040,3.2,134.084,1.57,,17.25,35880,1.5,10.29,12.73,15.63,20.21,27.09,21400,26480,32520,42050,56340,,
3320,11020,"Altoona, PA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2020,5,34.674,0.63,,49.72,103410,2.7,22.6,31.11,43.56,59.73,82.87,47000,64700,90610,124250,172370,,
3338,11020,"Altoona, PA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1680,5.9,28.844,0.52,,30.02,62440,2.2,16.18,20.94,28.17,35.91,45.97,33650,43550,58600,74690,95620,,
3352,11020,"Altoona, PA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,700,12.8,12.001,0.39,,32.46,67530,4.5,15.93,21.28,30.58,41.63,51.59,33130,44250,63610,86590,107300,,
3360,11020,"Altoona, PA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,690,9.1,11.777,0.67,,34.92,72640,2.1,19.98,26.3,33.35,42.69,50.94,41550,54700,69380,88800,105950,,
