,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
1852,AL,19300,"Daphne-Fairhope-Foley, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,11.68,24290,12.2,7.74,8.34,9.32,12.6,22.2,16110,17340,19390,26200,46170,2018
1853,AL,19300,"Daphne-Fairhope-Foley, AL",47-0000,Construction and Extraction Occupations,major,2900,6.4,40.018,0.97,18.64,38760,2.7,12.12,14.24,17.45,22.1,27.43,25200,29620,36300,45960,57060,2018
1873,AL,19300,"Daphne-Fairhope-Foley, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,3540,8.6,48.869,1.26,19.65,40860,2.6,11.1,13.99,18.2,23.96,30.55,23080,29100,37860,49840,63540,2018
1889,AL,19300,"Daphne-Fairhope-Foley, AL",51-0000,Production Occupations,major,3370,6.6,46.523,0.74,16.34,34000,4.6,9.15,11.15,15.05,20.53,25.2,19040,23190,31290,42700,52410,2018
1909,AL,19300,"Daphne-Fairhope-Foley, AL",53-0000,Transportation and Material Moving Occupations,major,4320,7.6,59.661,0.84,14.4,29940,3.2,8.3,9.45,12.72,16.4,23.79,17270,19670,26460,34110,49480,2018
1927,AL,19460,"Decatur, AL",11-0000,Management Occupations,major,1720,4.8,32.639,0.62,47.3,98390,2.4,22.27,30.29,42.24,57.7,76.92,46320,63000,87860,120010,160000,2018
1940,AL,19460,"Decatur, AL",13-0000,Business and Financial Operations Occupations,major,1310,7.4,24.894,0.47,31.97,66490,5.4,15.78,20.77,28.65,39.12,49.91,32830,43210,59590,81360,103810,2018
1954,AL,19460,"Decatur, AL",15-0000,Computer and Mathematical Occupations,major,460,11.1,8.738,0.29,32.32,67230,2.8,17.97,22.86,30.27,40.86,52.2,37380,47550,62960,85000,108570,2018
1959,AL,19460,"Decatur, AL",17-0000,Architecture and Engineering Occupations,major,1110,5.6,21.005,1.19,45.29,94200,3.4,22.9,33.11,44.83,56.52,68.73,47640,68860,93260,117560,142970,2018
1967,AL,19460,"Decatur, AL",19-0000,"Life, Physical, and Social Science Occupations",major,210,10,4.073,0.5,30.07,62540,4.4,17.03,21.98,28.46,37.13,42.9,35420,45720,59200,77230,89230,2018
1971,AL,19460,"Decatur, AL",21-0000,Community and Social Service Occupations,major,450,7.4,8.526,0.57,24.29,50520,5.2,14.99,18.35,23.36,29.04,35.15,31190,38160,48590,60400,73110,2018
1975,AL,19460,"Decatur, AL",23-0000,Legal Occupations,major,150,10.1,2.807,0.36,29.48,61320,11,13.69,16.14,25.07,35.33,53.65,28470,33560,52140,73490,111590,2018
1978,AL,19460,"Decatur, AL",25-0000,"Education, Training, and Library Occupations",major,2540,7.1,48.152,0.79,20.33,42290,7,8.48,10.73,22.4,27.1,29.76,17640,22320,46580,56370,61910,2018
1983,AL,19460,"Decatur, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,260,11.9,4.853,0.36,18.62,38720,5.1,8.56,11.53,16.76,21.54,31.73,17810,23970,34860,44810,66010,2018
1986,AL,19460,"Decatur, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2530,4,47.994,0.8,29.7,61780,3.8,13.27,18.12,23.3,30.96,54.67,27610,37690,48470,64400,113720,2018
2002,AL,19460,"Decatur, AL",31-0000,Healthcare Support Occupations,major,940,5.4,17.902,0.63,13.81,28720,4.1,9.4,10.54,12.05,14.99,22.17,19540,21920,25060,31180,46110,2018
2009,AL,19460,"Decatur, AL",33-0000,Protective Service Occupations,major,1120,5.6,21.254,0.89,20.94,43540,7,11.16,16.07,21.04,24.86,30.06,23220,33420,43760,51700,62520,2018
2017,AL,19460,"Decatur, AL",35-0000,Food Preparation and Serving Related Occupations,major,5040,9.8,95.601,1.03,9.66,20100,1.7,7.86,8.3,9.03,10.22,12.85,16350,17270,18780,21260,26720,2018
2031,AL,19460,"Decatur, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1570,13.7,29.787,0.97,12.88,26790,3.5,8.6,10.02,11.62,14.92,18.7,17890,20840,24170,31030,38900,2018
2037,AL,19460,"Decatur, AL",39-0000,Personal Care and Service Occupations,major,1680,7.7,31.85,0.85,10.73,22310,2.5,8.06,8.69,9.74,11.44,14.75,16760,18080,20250,23800,30690,2018
2046,AL,19460,"Decatur, AL",41-0000,Sales and Related Occupations,major,5840,13.2,110.91,1.1,15.95,33190,5.6,8.07,8.88,11.03,17.31,28.39,16790,18480,22950,36010,59060,2018
2057,AL,19460,"Decatur, AL",43-0000,Office and Administrative Support Occupations,major,6800,3.5,129.138,0.86,16.1,33500,1.6,9.28,11.52,14.55,19.32,25.11,19310,23960,30250,40190,52220,2018
2083,AL,19460,"Decatur, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,210,5.8,3.955,1.19,12.46,25910,4.8,8.03,9.09,11.42,14.15,18.13,16700,18910,23750,29430,37710,2018
2084,AL,19460,"Decatur, AL",47-0000,Construction and Extraction Occupations,major,2600,6.7,49.283,1.2,20.61,42880,2.6,11.67,14.96,18.87,24.97,31.37,24270,31110,39250,51940,65240,2018
2097,AL,19460,"Decatur, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2670,6.5,50.704,1.3,23.35,48560,3.8,12.23,16.1,21.43,29.6,38.13,25430,33490,44580,61570,79320,2018
2114,AL,19460,"Decatur, AL",51-0000,Production Occupations,major,8390,6.8,159.145,2.53,19.64,40850,5.2,9.28,11.52,16.12,26.01,35.5,19290,23950,33520,54100,73830,2018
2145,AL,19460,"Decatur, AL",53-0000,Transportation and Material Moving Occupations,major,5100,6.1,96.784,1.37,15.23,31680,4.7,8.61,10.17,13.23,18.27,25.94,17900,21140,27510,38000,53950,2018
2159,AL,20020,"Dothan, AL",11-0000,Management Occupations,major,1920,6,33.292,0.63,49.69,103350,3.5,21.65,30.48,42.86,59.94,82.42,45030,63400,89150,124680,171430,2018
2175,AL,20020,"Dothan, AL",13-0000,Business and Financial Operations Occupations,major,1250,8.3,21.648,0.41,30.62,63690,4,15.81,20.09,26.52,34.69,47.69,32890,41790,55150,72150,99200,2018
2187,AL,20020,"Dothan, AL",15-0000,Computer and Mathematical Occupations,major,450,16,7.817,0.26,33.13,68920,5.8,18.39,22.76,30,39.13,53.66,38260,47330,62410,81400,111620,2018
2192,AL,20020,"Dothan, AL",17-0000,Architecture and Engineering Occupations,major,610,6.3,10.557,0.6,33.92,70560,4.5,18.05,23.92,32.89,42.32,50.85,37540,49750,68400,88020,105760,2018
2198,AL,20020,"Dothan, AL",19-0000,"Life, Physical, and Social Science Occupations",major,200,12.8,3.383,0.42,31.74,66030,4.9,16.93,22.53,31.55,39.21,46.73,35220,46870,65620,81570,97200,2018
2200,AL,20020,"Dothan, AL",21-0000,Community and Social Service Occupations,major,450,7.5,7.828,0.52,21.29,44290,3.4,11.81,16.13,21.09,26.29,30.28,24570,33550,43870,54680,62990,2018
2205,AL,20020,"Dothan, AL",23-0000,Legal Occupations,major,190,22.9,3.268,0.42,34.9,72600,18.3,15.14,16.99,24.77,47.89,80.52,31490,35350,51520,99610,167490,2018
2208,AL,20020,"Dothan, AL",25-0000,"Education, Training, and Library Occupations",major,2510,10.4,43.616,0.72,22.05,45860,4,9.39,16.16,22.09,26.88,30.4,19530,33610,45940,55910,63240,2018
2217,AL,20020,"Dothan, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,570,18,9.856,0.73,16.75,34840,5.3,8.56,12,16.59,21.1,24.83,17810,24950,34510,43900,51650,2018
2222,AL,20020,"Dothan, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,5430,3.8,94.141,1.58,33.86,70420,4.7,13.15,17.74,24.58,35.51,61.8,27360,36890,51120,73860,128540,2018
2246,AL,20020,"Dothan, AL",31-0000,Healthcare Support Occupations,major,2050,5.1,35.577,1.25,12.84,26710,2,8.5,9.69,11.63,14.4,18.83,17680,20160,24190,29960,39160,2018
2256,AL,20020,"Dothan, AL",33-0000,Protective Service Occupations,major,1570,4.9,27.295,1.15,16.39,34090,10.4,8.33,9.49,15.69,20.29,26.1,17320,19730,32630,42200,54280,2018
2264,AL,20020,"Dothan, AL",35-0000,Food Preparation and Serving Related Occupations,major,5500,4.9,95.413,1.03,9.91,20610,2.3,7.83,8.3,9.06,10.63,13.69,16290,17260,18840,22110,28480,2018
2277,AL,20020,"Dothan, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1550,5.6,26.944,0.88,10.67,22200,2.4,8,8.67,9.85,11.63,14.72,16650,18030,20490,24190,30620,2018
2283,AL,20020,"Dothan, AL",39-0000,Personal Care and Service Occupations,major,1480,15.2,25.719,0.68,11.18,23260,3.7,8,8.53,9.43,12.34,17.04,16630,17740,19620,25680,35440,2018
2292,AL,20020,"Dothan, AL",41-0000,Sales and Related Occupations,major,8190,4,142.025,1.41,14.49,30150,3.3,8.08,8.88,11.06,16.66,25.07,16800,18470,23000,34650,52150,2018
2303,AL,20020,"Dothan, AL",43-0000,Office and Administrative Support Occupations,major,8200,3.1,142.332,0.94,15.91,33100,1.6,9.34,11.31,14.65,18.74,24.6,19430,23530,30470,38990,51170,2018
2333,AL,20020,"Dothan, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,380,13.6,6.603,1.99,13.84,28780,4.7,9.95,11.03,11.99,14.85,20.36,20700,22950,24950,30880,42350,2018
2336,AL,20020,"Dothan, AL",47-0000,Construction and Extraction Occupations,major,2030,6.8,35.136,0.85,17.8,37020,4.7,10.15,12.46,16,21.32,27.97,21120,25920,33280,44340,58170,2018
2350,AL,20020,"Dothan, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2910,6.2,50.467,1.3,19.93,41460,3.3,10.56,14,18.23,24.98,31.53,21970,29110,37920,51950,65590,2018
2370,AL,20020,"Dothan, AL",51-0000,Production Occupations,major,5040,7.8,87.408,1.39,15.05,31310,6.9,8.85,10.46,12.95,16.46,22.33,18400,21760,26930,34230,46450,2018
2389,AL,20020,"Dothan, AL",53-0000,Transportation and Material Moving Occupations,major,5170,6.9,89.674,1.27,15.86,32990,3.7,8.42,9.64,13.62,19.87,28.13,17500,20050,28340,41330,58500,2018
2404,AL,22520,"Florence-Muscle Shoals, AL",11-0000,Management Occupations,major,1650,4.5,30.45,0.58,47.14,98050,2.3,21.6,30.34,41.33,58.68,78.63,44920,63100,85960,122060,163560,2018
2414,AL,22520,"Florence-Muscle Shoals, AL",13-0000,Business and Financial Operations Occupations,major,1140,6.1,20.977,0.39,29.89,62170,3.4,14.7,19.4,26.88,35.45,46.8,30570,40340,55900,73730,97340,2018
2423,AL,22520,"Florence-Muscle Shoals, AL",15-0000,Computer and Mathematical Occupations,major,210,8.4,3.918,0.13,27.36,56910,2.8,15.8,19.88,25.04,33.29,39.89,32870,41340,52090,69240,82960,2018
2427,AL,22520,"Florence-Muscle Shoals, AL",17-0000,Architecture and Engineering Occupations,major,680,10.2,12.588,0.71,33.65,69980,3.8,17.24,22.59,32.2,43.88,54.72,35850,46990,66970,91260,113830,2018
2435,AL,22520,"Florence-Muscle Shoals, AL",19-0000,"Life, Physical, and Social Science Occupations",major,100,12.4,1.831,0.23,29.7,61780,5.4,16.19,18.32,25.82,37.11,53.19,33680,38100,53700,77190,110640,2018
2436,AL,22520,"Florence-Muscle Shoals, AL",21-0000,Community and Social Service Occupations,major,490,7.1,9.017,0.6,20.07,41740,5,10.87,14.6,19.83,25.06,29.2,22610,30360,41240,52130,60740,2018
2443,AL,22520,"Florence-Muscle Shoals, AL",23-0000,Legal Occupations,major,160,13.2,2.966,0.38,41.95,87260,17.5,16.93,23,34.38,45.52,79.6,35220,47840,71520,94690,165570,2018
2445,AL,22520,"Florence-Muscle Shoals, AL",25-0000,"Education, Training, and Library Occupations",major,2990,5.1,55.001,0.91,21.91,45570,5,9.47,12.54,23.26,28.14,31.11,19700,26080,48380,58530,64700,2018
2453,AL,22520,"Florence-Muscle Shoals, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,310,14.5,5.769,0.43,18.07,37590,9.1,8.81,10.66,14.35,21.37,30.75,18330,22170,29840,44460,63950,2018
2458,AL,22520,"Florence-Muscle Shoals, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,3670,3.4,67.494,1.13,31.12,64730,5.4,13.82,17.5,22.48,31.6,57.53,28740,36410,46760,65720,119660,2018
2473,AL,22520,"Florence-Muscle Shoals, AL",31-0000,Healthcare Support Occupations,major,1420,10.2,26.214,0.92,13.2,27460,3,8.68,9.89,11.64,15.02,19.22,18050,20570,24210,31240,39990,2018
2481,AL,22520,"Florence-Muscle Shoals, AL",33-0000,Protective Service Occupations,major,700,9.9,12.918,0.54,16.37,34060,6.8,8.51,11.23,15.13,20.89,25.18,17710,23360,31470,43450,52370,2018
2487,AL,22520,"Florence-Muscle Shoals, AL",35-0000,Food Preparation and Serving Related Occupations,major,6080,5.2,111.889,1.21,10.28,21380,1.9,7.93,8.44,9.31,11.27,14.41,16500,17560,19360,23450,29980,2018
2501,AL,22520,"Florence-Muscle Shoals, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1600,4.3,29.405,0.96,13.23,27520,3.4,8.34,9.7,11.9,15.51,20.78,17350,20170,24750,32260,43210,2018
2510,AL,22520,"Florence-Muscle Shoals, AL",39-0000,Personal Care and Service Occupations,major,1230,7.3,22.703,0.6,10.05,20910,3.3,7.81,8.26,8.98,10.28,14.71,16250,17180,18680,21390,30600,2018
2519,AL,22520,"Florence-Muscle Shoals, AL",41-0000,Sales and Related Occupations,major,6540,4.2,120.281,1.2,15.37,31970,4.5,8.02,8.8,10.91,17.54,27.87,16690,18300,22690,36490,57980,2018
2531,AL,22520,"Florence-Muscle Shoals, AL",43-0000,Office and Administrative Support Occupations,major,8090,6.3,148.816,0.99,15.36,31950,1.6,9.05,10.89,14.13,18.22,23.61,18830,22640,29390,37900,49110,2018
2564,AL,22520,"Florence-Muscle Shoals, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,110,13.4,2.028,0.61,16.49,34300,9,8.39,10.53,15.51,20.13,27.88,17450,21900,32250,41880,58000,2018
2566,AL,22520,"Florence-Muscle Shoals, AL",47-0000,Construction and Extraction Occupations,major,2830,7.6,52.145,1.27,20.36,42340,2.4,12.07,14.24,17.8,24.8,32.02,25110,29610,37030,51570,66610,2018
2581,AL,22520,"Florence-Muscle Shoals, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2650,11.1,48.772,1.25,21.24,44180,2.1,11.46,15.38,20.3,26,32.9,23850,32000,42220,54080,68440,2018
2597,AL,22520,"Florence-Muscle Shoals, AL",51-0000,Production Occupations,major,7520,8.6,138.455,2.2,17.72,36870,3.7,10.19,12.64,15.96,21.06,28.75,21190,26290,33200,43800,59790,2018
2628,AL,22520,"Florence-Muscle Shoals, AL",53-0000,Transportation and Material Moving Occupations,major,4150,7.9,76.365,1.08,14.74,30650,2.5,8.44,9.9,13.67,17.86,23.22,17560,20590,28430,37140,48310,2018
2642,AL,23460,"Gadsden, AL",11-0000,Management Occupations,major,970,6.9,26.773,0.51,43.36,90190,3.3,20.71,27.25,37.42,50.86,72.99,43080,56670,77820,105780,151820,2018
2649,AL,23460,"Gadsden, AL",13-0000,Business and Financial Operations Occupations,major,660,8.9,18.241,0.34,27.86,57960,4.6,13.97,18.51,24.62,34.03,45.2,29060,38490,51200,70780,94020,2018
2658,AL,23460,"Gadsden, AL",15-0000,Computer and Mathematical Occupations,major,90,17.6,2.456,0.08,32.79,68200,7,16.56,25.01,33.01,40.72,49.34,34450,52010,68670,84690,102630,2018
2659,AL,23460,"Gadsden, AL",17-0000,Architecture and Engineering Occupations,major,270,7.7,7.467,0.42,32.63,67880,5.5,16.85,22.74,29.43,38.07,50.79,35050,47310,61220,79180,105640,2018
2662,AL,23460,"Gadsden, AL",19-0000,"Life, Physical, and Social Science Occupations",major,40,20.8,0.985,0.12,38.53,80140,26.6,18.04,22.19,27.9,38.71,89.89,37520,46160,58030,80510,186980,2018
2663,AL,23460,"Gadsden, AL",21-0000,Community and Social Service Occupations,major,690,24.5,19.171,1.28,20.22,42060,9.1,9.14,14.69,19.66,25.81,30.16,19010,30550,40890,53680,62740,2018
2669,AL,23460,"Gadsden, AL",23-0000,Legal Occupations,major,80,37.7,2.279,0.29,38.56,80200,13.5,16.1,20.99,33.21,56.22,73.05,33490,43660,69090,116930,151940,2018
2671,AL,23460,"Gadsden, AL",25-0000,"Education, Training, and Library Occupations",major,1890,28.3,52.357,0.86,21.82,45380,6.4,8.73,15.22,22.4,26.97,30.17,18160,31660,46590,56100,62760,2018
2677,AL,23460,"Gadsden, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,110,19.1,3.125,0.23,16.62,34570,10.2,9.44,10.46,12.83,17.32,24.33,19640,21750,26690,36030,50600,2018
2679,AL,23460,"Gadsden, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,3240,4.4,89.612,1.5,33.6,69900,6.3,13.74,18.59,25.3,35.55,60.88,28590,38660,52630,73940,126620,2018
2695,AL,23460,"Gadsden, AL",31-0000,Healthcare Support Occupations,major,1770,6.7,49.085,1.73,14.08,29280,5,8.84,10.11,11.74,15.08,25.46,18380,21030,24410,31370,52960,2018
2705,AL,23460,"Gadsden, AL",33-0000,Protective Service Occupations,major,600,1.3,16.59,0.7,15.82,32910,2.7,10.1,12.12,15.33,18.45,22.93,21000,25210,31880,38370,47700,2018
2708,AL,23460,"Gadsden, AL",35-0000,Food Preparation and Serving Related Occupations,major,3820,6.2,105.599,1.14,9.88,20550,1.9,7.88,8.34,9.1,10.62,13.53,16390,17350,18930,22090,28150,2018
2719,AL,23460,"Gadsden, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,990,8.9,27.359,0.9,12.89,26820,7,8.07,8.8,10.39,15.32,23.17,16780,18310,21610,31860,48200,2018
2724,AL,23460,"Gadsden, AL",39-0000,Personal Care and Service Occupations,major,1180,8.4,32.752,0.87,11.39,23690,5.8,7.89,8.39,9.2,11.96,17.96,16420,17450,19150,24870,37350,2018
2733,AL,23460,"Gadsden, AL",41-0000,Sales and Related Occupations,major,3690,6.2,102.034,1.02,15.3,31820,4.2,8.06,8.83,11.02,17.1,27.28,16770,18370,22910,35570,56750,2018
2743,AL,23460,"Gadsden, AL",43-0000,Office and Administrative Support Occupations,major,4700,3.6,130.107,0.86,15.65,32540,1.7,9.27,11.29,14.32,18.73,24.01,19280,23470,29790,38950,49950,2018
2764,AL,23460,"Gadsden, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,13.5,28090,24.8,8.03,8.61,9.58,21.21,23.87,16700,17900,19920,44120,49650,2018
2765,AL,23460,"Gadsden, AL",47-0000,Construction and Extraction Occupations,major,1140,16.7,31.533,0.77,16.94,35230,3.6,9.17,11.92,16.18,21.05,25.81,19080,24800,33660,43790,53690,2018
2775,AL,23460,"Gadsden, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,1430,6.8,39.464,1.01,18.96,39440,3.6,9.12,13.63,18.25,22.99,30.23,18980,28340,37970,47810,62880,2018
2787,AL,23460,"Gadsden, AL",51-0000,Production Occupations,major,6330,19.8,175.183,2.78,13.6,28280,7.2,8.54,9.72,12.04,15.41,22.31,17770,20220,25050,32040,46400,2018
2801,AL,23460,"Gadsden, AL",53-0000,Transportation and Material Moving Occupations,major,2350,5.6,65.015,0.92,14.71,30600,3.7,8.36,9.7,13.52,18.03,24.49,17400,20180,28120,37500,50930,2018
2813,AL,26620,"Huntsville, AL",11-0000,Management Occupations,major,9800,2.2,43.292,0.82,61.39,127700,1.6,28.17,40.04,56.81,76.36,97.86,58600,83290,118160,158830,203550,2018
2837,AL,26620,"Huntsville, AL",13-0000,Business and Financial Operations Occupations,major,16290,1.5,71.969,1.35,41.7,86730,4.2,21.87,29.43,40.79,51.59,62.79,45480,61210,84840,107300,130600,2018
2860,AL,26620,"Huntsville, AL",15-0000,Computer and Mathematical Occupations,major,15320,3.2,67.702,2.23,46.8,97340,1.6,23.31,32.58,44.97,59.15,73.8,48490,67780,93540,123040,153500,2018
2875,AL,26620,"Huntsville, AL",17-0000,Architecture and Engineering Occupations,major,18560,2.7,81.996,4.64,47.82,99470,3.4,23.5,33.76,47.4,60.2,75.86,48870,70230,98590,125210,157780,2018
2902,AL,26620,"Huntsville, AL",19-0000,"Life, Physical, and Social Science Occupations",major,1260,5.5,5.573,0.69,40.79,84840,5.3,18.71,24.05,35.27,52.6,68.93,38910,50030,73350,109420,143380,2018
2913,AL,26620,"Huntsville, AL",21-0000,Community and Social Service Occupations,major,1440,8.9,6.351,0.42,21.6,44920,2.5,13.57,16.51,20.13,26.7,30.93,28220,34340,41870,55540,64330,2018
2924,AL,26620,"Huntsville, AL",23-0000,Legal Occupations,major,930,8.3,4.121,0.53,46.39,96500,6.4,14.13,21.49,37.74,62.78,86.98,29400,44700,78510,130590,180910,2018
2927,AL,26620,"Huntsville, AL",25-0000,"Education, Training, and Library Occupations",major,12070,2.4,53.312,0.88,20.07,41750,6.9,8.32,9.7,20.07,27.34,30.94,17310,20170,41740,56870,64360,2018
2955,AL,26620,"Huntsville, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2240,6.6,9.884,0.73,24.43,50820,4.2,9.14,13.09,21.94,33.67,44.22,19020,27230,45630,70040,91980,2018
2972,AL,26620,"Huntsville, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,13230,2,58.476,0.98,35.03,72860,3,15.5,20.14,26.77,36.56,62.14,32240,41880,55670,76040,129250,2018
3009,AL,26620,"Huntsville, AL",31-0000,Healthcare Support Occupations,major,5710,7.7,25.231,0.89,13.59,28270,3,8.73,10.37,12.46,15.26,19.45,18150,21560,25910,31740,40450,2018
3024,AL,26620,"Huntsville, AL",33-0000,Protective Service Occupations,major,4390,4.1,19.416,0.82,19.31,40170,4.9,8.92,11.35,17.9,23.82,30.52,18550,23600,37240,49550,63480,2018
3037,AL,26620,"Huntsville, AL",35-0000,Food Preparation and Serving Related Occupations,major,18990,2.2,83.925,0.91,10.04,20890,1.3,7.87,8.35,9.13,10.79,13.76,16380,17370,19000,22440,28620,2018
3053,AL,26620,"Huntsville, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,6770,3.2,29.892,0.98,12.52,26030,2.3,8.34,9.47,11.6,14.52,17.95,17340,19690,24130,30210,37340,2018
3062,AL,26620,"Huntsville, AL",39-0000,Personal Care and Service Occupations,major,5170,9.7,22.854,0.61,10.71,22270,2.1,7.97,8.49,9.35,11.39,15.96,16590,17650,19440,23680,33190,2018
3074,AL,26620,"Huntsville, AL",41-0000,Sales and Related Occupations,major,21610,3.8,95.482,0.95,16.72,34780,2.6,8.36,9.52,11.9,19.22,29.92,17390,19800,24750,39980,62230,2018
3091,AL,26620,"Huntsville, AL",43-0000,Office and Administrative Support Occupations,major,29350,3.4,129.66,0.86,17.35,36100,1.1,9.89,12.18,15.87,21.31,27.56,20570,25330,33010,44320,57330,2018
