,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
70934,MN,41060,"St. Cloud, MN",51-0000,Production occupations,major,12050,4.4,14.63,30430,1.7,9.32,11.27,13.80,17.02,21.21,19390,23440,28700,35400,44120,2006
70971,MN,41060,"St. Cloud, MN",53-0000,Transportation and material moving occupations,major,7520,5.0,13.43,27930,2.0,7.89,9.68,12.52,16.39,20.76,16410,20140,26050,34090,43190,2006
70988,MO,17860,"Columbia, MO",11-0000,Management occupations,major,2210,11.1,39.98,83160,2.1,20.54,26.76,36.20,49.29,65.24,42730,55660,75300,102520,135700,2006
71004,MO,17860,"Columbia, MO",13-0000,Business and financial operations occupations,major,2990,11.2,22.77,47360,2.0,12.72,16.14,20.99,27.26,35.37,26450,33570,43650,56710,73570,2006
71019,MO,17860,"Columbia, MO",15-0000,Computer and mathematical occupations,major,1480,21.8,22.67,47150,2.1,13.47,16.70,21.61,27.51,34.49,28010,34740,44950,57220,71730,2006
71028,MO,17860,"Columbia, MO",17-0000,Architecture and engineering occupations,major,1010,10.4,24.97,51940,2.4,13.97,17.27,23.65,30.63,38.77,29050,35930,49190,63700,80650,2006
71046,MO,17860,"Columbia, MO",21-0000,Community and social services occupations,major,1080,11.1,17.39,36170,3.1,11.20,13.43,16.44,20.43,25.97,23290,27930,34190,42500,54020,2006
71053,MO,17860,"Columbia, MO",23-0000,Legal occupations,major,380,27.4,34.14,71010,18.5,11.78,13.77,22.22,36.88,#,24500,28650,46210,76700,#,2006
71069,MO,17860,"Columbia, MO",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1430,22.0,18.26,37980,4.6,8.66,12.06,15.89,21.83,29.57,18010,25090,33040,45400,61500,2006
71079,MO,17860,"Columbia, MO",29-0000,Healthcare practitioners and technical occupations,major,7690,16.6,25.13,52270,6.3,11.33,15.30,21.56,27.81,39.16,23570,31830,44840,57850,81450,2006
71104,MO,17860,"Columbia, MO",31-0000,Healthcare support occupations,major,2090,10.2,10.59,22030,3.5,7.61,8.50,9.77,11.82,15.30,15840,17690,20310,24590,31830,2006
71113,MO,17860,"Columbia, MO",33-0000,Protective service occupations,major,830,7.3,14.71,30590,2.6,6.55,9.65,13.72,18.57,24.24,13620,20070,28540,38620,50420,2006
71115,MO,17860,"Columbia, MO",35-0000,Food preparation and serving related occupations,major,8190,3.6,8.04,16730,1.4,5.70,6.29,7.35,9.13,11.13,11870,13090,15290,18980,23150,2006
71131,MO,17860,"Columbia, MO",37-0000,Building and grounds cleaning and maintenance occupations,major,2380,10.0,10.19,21190,2.8,7.00,7.89,9.27,10.99,14.63,14570,16400,19270,22860,30430,2006
71137,MO,17860,"Columbia, MO",39-0000,Personal care and service occupations,major,2180,15.3,9.00,18720,2.4,6.09,7.16,8.20,10.10,13.04,12660,14890,17050,21000,27120,2006
71146,MO,17860,"Columbia, MO",41-0000,Sales and related occupations,major,9150,4.4,13.74,28580,3.5,6.36,7.70,10.12,16.13,25.23,13220,16020,21040,33550,52480,2006
71163,MO,17860,"Columbia, MO",43-0000,Office and administrative support occupations,major,14320,12.2,12.43,25860,1.6,7.36,9.12,11.60,14.70,19.00,15300,18970,24120,30580,39530,2006
71200,MO,17860,"Columbia, MO",47-0000,Construction and extraction occupations,major,4820,9.5,17.13,35630,2.4,9.68,12.31,16.06,21.26,26.40,20140,25600,33410,44210,54910,2006
71220,MO,17860,"Columbia, MO",49-0000,"Installation, maintenance, and repair occupations",major,2920,5.9,16.91,35170,3.5,8.92,11.58,15.95,20.94,27.05,18550,24080,33180,43550,56260,2006
71235,MO,17860,"Columbia, MO",51-0000,Production occupations,major,5010,4.9,12.77,26550,2.3,7.96,9.73,12.10,15.07,17.79,16550,20240,25170,31360,37000,2006
71250,MO,17860,"Columbia, MO",53-0000,Transportation and material moving occupations,major,4760,9.3,11.35,23610,2.6,6.36,7.94,10.34,13.93,17.31,13230,16520,21510,28980,36010,2006
71264,MO,27620,"Jefferson City, MO",11-0000,Management occupations,major,2810,4.8,33.41,69500,5.8,16.44,22.15,28.18,38.57,58.38,34200,46080,58610,80230,121420,2006
71284,MO,27620,"Jefferson City, MO",13-0000,Business and financial operations occupations,major,3740,5.0,20.70,43060,3.6,11.77,14.67,18.60,24.11,32.24,24470,30520,38680,50160,67060,2006
71302,MO,27620,"Jefferson City, MO",15-0000,Computer and mathematical occupations,major,2090,5.3,24.96,51910,6.2,15.13,17.94,22.07,28.18,40.68,31470,37310,45900,58620,84620,2006
71312,MO,27620,"Jefferson City, MO",17-0000,Architecture and engineering occupations,major,1010,13.2,25.36,52750,3.7,15.68,19.67,23.33,28.99,37.52,32620,40910,48520,60290,78040,2006
71320,MO,27620,"Jefferson City, MO",19-0000,"Life, physical, and social science occupations",major,880,5.8,22.08,45930,4.1,15.54,17.43,20.91,24.85,32.00,32330,36250,43490,51690,66550,2006
71326,MO,27620,"Jefferson City, MO",21-0000,Community and social services occupations,major,1390,4.9,16.43,34180,2.7,11.67,13.66,16.11,18.82,22.52,24270,28400,33510,39150,46830,2006
71336,MO,27620,"Jefferson City, MO",23-0000,Legal occupations,major,610,14.9,23.65,49190,6.3,9.77,11.89,16.73,26.81,63.82,20310,24720,34800,55770,132740,2006
71341,MO,27620,"Jefferson City, MO",25-0000,"Education, training, and library occupations",major,3920,9.1,16.55,34430,4.9,8.28,11.18,15.83,20.44,25.61,17230,23250,32920,42510,53280,2006
71360,MO,27620,"Jefferson City, MO",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1000,9.6,19.09,39700,5.2,8.22,12.33,17.21,24.53,30.82,17090,25640,35790,51020,64100,2006
71368,MO,27620,"Jefferson City, MO",29-0000,Healthcare practitioners and technical occupations,major,4170,5.5,22.95,47740,5.7,10.68,13.25,18.35,25.55,36.11,22210,27560,38180,53130,75110,2006
71387,MO,27620,"Jefferson City, MO",31-0000,Healthcare support occupations,major,1580,5.8,9.99,20770,2.5,7.25,8.08,9.32,11.25,14.10,15070,16800,19390,23400,29340,2006
71394,MO,27620,"Jefferson City, MO",33-0000,Protective service occupations,major,3310,6.2,14.41,29970,3.9,9.84,10.87,12.69,15.30,22.23,20470,22610,26400,31820,46230,2006
71399,MO,27620,"Jefferson City, MO",35-0000,Food preparation and serving related occupations,major,5180,4.0,7.91,16460,2.4,5.67,6.25,7.27,8.66,10.90,11790,13010,15130,18020,22680,2006
71413,MO,27620,"Jefferson City, MO",37-0000,Building and grounds cleaning and maintenance occupations,major,2060,6.3,10.43,21690,2.8,6.75,7.94,9.38,11.78,15.43,14040,16520,19510,24500,32100,2006
71419,MO,27620,"Jefferson City, MO",39-0000,Personal care and service occupations,major,1410,13.6,9.86,20510,4.1,6.27,7.64,9.38,11.24,14.00,13040,15900,19510,23390,29130,2006
71428,MO,27620,"Jefferson City, MO",41-0000,Sales and related occupations,major,5700,7.3,13.95,29020,5.2,6.22,7.45,9.37,16.03,26.92,12940,15490,19500,33340,55980,2006
71441,MO,27620,"Jefferson City, MO",43-0000,Office and administrative support occupations,major,13770,4.8,12.86,26750,1.1,8.30,9.93,11.71,14.75,19.18,17260,20650,24360,30670,39900,2006
71479,MO,27620,"Jefferson City, MO",45-0000,"Farming, fishing, and forestry occupations",major,230,31.7,10.94,22740,7.4,7.65,8.59,9.98,12.09,16.46,15900,17870,20770,25140,34240,2006
71481,MO,27620,"Jefferson City, MO",47-0000,Construction and extraction occupations,major,4500,9.5,17.51,36420,2.9,10.21,12.77,16.49,21.71,27.06,21240,26560,34300,45160,56280,2006
71498,MO,27620,"Jefferson City, MO",49-0000,"Installation, maintenance, and repair occupations",major,2740,8.2,17.00,35360,2.7,8.97,12.24,15.74,21.26,27.49,18660,25460,32740,44220,57180,2006
71513,MO,27620,"Jefferson City, MO",51-0000,Production occupations,major,4650,5.9,14.63,30440,3.0,8.57,10.28,13.90,17.48,21.67,17830,21380,28920,36360,45080,2006
71531,MO,27620,"Jefferson City, MO",53-0000,Transportation and material moving occupations,major,5010,8.7,11.98,24910,2.3,7.48,8.80,10.60,13.95,18.47,15550,18300,22040,29020,38420,2006
71547,MO,27900,"Joplin, MO",11-0000,Management occupations,major,1820,4.0,37.91,78860,2.4,19.55,24.39,32.30,44.63,65.66,40660,50720,67180,92830,136580,2006
71559,MO,27900,"Joplin, MO",13-0000,Business and financial operations occupations,major,1910,6.3,21.74,45220,2.9,10.93,13.95,19.28,26.53,35.83,22740,29020,40110,55190,74520,2006
71576,MO,27900,"Joplin, MO",15-0000,Computer and mathematical occupations,major,740,20.3,22.71,47240,1.9,12.69,16.64,22.46,27.37,33.23,26400,34600,46710,56940,69130,2006
71583,MO,27900,"Joplin, MO",17-0000,Architecture and engineering occupations,major,750,6.7,22.54,46880,3.2,12.29,14.96,20.35,27.12,35.02,25550,31120,42340,56400,72850,2006
71593,MO,27900,"Joplin, MO",19-0000,"Life, physical, and social science occupations",major,210,17.0,27.74,57700,7.6,10.97,15.78,20.96,31.73,57.88,22830,32810,43600,65990,120390,2006
71596,MO,27900,"Joplin, MO",21-0000,Community and social services occupations,major,800,3.2,15.19,31600,2.4,9.13,11.42,14.23,17.86,22.83,18980,23760,29610,37150,47490,2006
71602,MO,27900,"Joplin, MO",23-0000,Legal occupations,major,250,15.5,26.57,55260,14.6,10.91,13.88,19.09,30.58,57.24,22700,28870,39710,63620,119070,2006
71606,MO,27900,"Joplin, MO",25-0000,"Education, training, and library occupations",major,3620,7.4,15.21,31640,4.1,6.97,10.77,15.16,18.67,22.94,14490,22390,31540,38830,47710,2006
71620,MO,27900,"Joplin, MO",27-0000,"Arts, design, entertainment, sports, and media occupations",major,650,7.4,13.54,28160,4.4,7.02,8.48,11.61,16.36,23.25,14600,17640,24150,34020,48360,2006
71628,MO,27900,"Joplin, MO",29-0000,Healthcare practitioners and technical occupations,major,4280,3.4,25.76,53580,3.5,9.80,13.69,20.22,27.72,44.98,20380,28480,42050,57660,93560,2006
71638,MO,27900,"Joplin, MO",31-0000,Healthcare support occupations,major,1790,4.6,9.68,20140,1.9,7.33,8.04,9.21,10.89,13.13,15240,16720,19150,22660,27320,2006
71644,MO,27900,"Joplin, MO",33-0000,Protective service occupations,major,1060,10.9,12.37,25730,4.0,7.35,8.56,11.68,15.03,19.21,15280,17810,24280,31270,39960,2006
71650,MO,27900,"Joplin, MO",35-0000,Food preparation and serving related occupations,major,6700,4.0,7.48,15550,1.5,5.60,6.02,6.73,8.12,10.39,11640,12530,14000,16880,21610,2006
71664,MO,27900,"Joplin, MO",37-0000,Building and grounds cleaning and maintenance occupations,major,2090,6.1,8.78,18260,2.0,5.83,6.59,8.14,10.33,13.05,12120,13710,16920,21480,27140,2006
71669,MO,27900,"Joplin, MO",39-0000,Personal care and service occupations,major,1690,5.9,8.28,17230,2.4,6.03,7.15,8.12,9.00,10.65,12530,14880,16880,18730,22150,2006
71677,MO,27900,"Joplin, MO",41-0000,Sales and related occupations,major,8510,4.0,13.54,28170,6.5,6.17,7.33,9.09,14.08,24.57,12830,15240,18900,29290,51100,2006
71690,MO,27900,"Joplin, MO",43-0000,Office and administrative support occupations,major,12160,3.1,11.78,24500,1.4,7.17,8.66,10.69,13.58,18.07,14900,18020,22230,28240,37580,2006
71725,MO,27900,"Joplin, MO",45-0000,"Farming, fishing, and forestry occupations",major,220,30.3,9.86,20520,5.9,5.85,6.60,8.30,10.57,16.23,12170,13730,17250,21990,33760,2006
71727,MO,27900,"Joplin, MO",47-0000,Construction and extraction occupations,major,3110,6.7,15.52,32290,3.2,7.95,11.12,14.61,19.46,23.02,16540,23140,30390,40480,47880,2006
71742,MO,27900,"Joplin, MO",49-0000,"Installation, maintenance, and repair occupations",major,3550,7.8,14.98,31160,2.5,8.22,10.22,13.90,18.63,23.91,17100,21260,28920,38760,49730,2006
71759,MO,27900,"Joplin, MO",51-0000,Production occupations,major,11160,4.9,11.73,24400,1.7,7.67,8.80,10.70,13.79,17.22,15940,18300,22260,28680,35830,2006
71792,MO,27900,"Joplin, MO",53-0000,Transportation and material moving occupations,major,10700,19.2,12.81,26640,2.6,6.49,8.09,11.80,15.50,21.69,13510,16830,24540,32240,45120,2006
71807,MO,28140,"Kansas City, MO-KS",11-0000,Management occupations,major,40300,2.6,44.50,92550,0.7,22.08,29.16,39.56,54.42,#,45930,60660,82280,113190,#,2006
71840,MO,28140,"Kansas City, MO-KS",13-0000,Business and financial operations occupations,major,49590,2.2,27.76,57750,1.0,15.13,19.28,25.42,33.93,43.80,31460,40100,52870,70560,91100,2006
71871,MO,28140,"Kansas City, MO-KS",15-0000,Computer and mathematical occupations,major,31980,12.7,31.04,64570,1.3,17.53,23.04,30.26,38.62,45.83,36460,47930,62930,80320,95320,2006
71885,MO,28140,"Kansas City, MO-KS",17-0000,Architecture and engineering occupations,major,19120,4.3,30.66,63780,1.3,17.20,22.25,29.46,37.94,46.43,35770,46280,61280,78910,96570,2006
71914,MO,28140,"Kansas City, MO-KS",19-0000,"Life, physical, and social science occupations",major,7910,5.2,27.10,56370,1.6,14.70,18.84,24.47,34.23,44.18,30570,39190,50890,71210,91900,2006
71942,MO,28140,"Kansas City, MO-KS",21-0000,Community and social services occupations,major,10290,3.0,17.36,36110,1.5,10.53,12.96,16.24,20.61,26.47,21910,26950,33780,42880,55050,2006
71958,MO,28140,"Kansas City, MO-KS",23-0000,Legal occupations,major,8510,4.6,34.99,72780,4.0,14.63,18.23,27.45,44.79,67.50,30420,37910,57090,93160,140410,2006
71968,MO,28140,"Kansas City, MO-KS",25-0000,"Education, training, and library occupations",major,53260,4.7,19.04,39600,2.6,8.82,12.46,17.19,23.40,29.73,18350,25910,35750,48680,61840,2006
72016,MO,28140,"Kansas City, MO-KS",27-0000,"Arts, design, entertainment, sports, and media occupations",major,13930,5.7,20.50,42640,2.2,8.62,12.84,18.13,25.16,34.20,17930,26710,37720,52320,71130,2006
72047,MO,28140,"Kansas City, MO-KS",29-0000,Healthcare practitioners and technical occupations,major,52290,2.5,29.53,61430,2.3,12.21,17.21,24.01,32.33,53.94,25390,35800,49930,67240,112190,2006
72096,MO,28140,"Kansas City, MO-KS",31-0000,Healthcare support occupations,major,21430,3.6,11.82,24590,0.9,8.12,9.57,11.34,13.62,16.47,16890,19910,23580,28320,34250,2006
72112,MO,28140,"Kansas City, MO-KS",33-0000,Protective service occupations,major,21650,3.3,17.22,35820,2.4,8.78,10.86,15.10,22.42,29.15,18250,22590,31410,46620,60630,2006
72131,MO,28140,"Kansas City, MO-KS",35-0000,Food preparation and serving related occupations,major,80950,1.6,8.48,17650,0.6,5.75,6.42,7.69,9.59,12.39,11960,13360,16000,19960,25770,2006
72148,MO,28140,"Kansas City, MO-KS",37-0000,Building and grounds cleaning and maintenance occupations,major,28810,4.2,10.82,22500,1.3,6.76,8.10,10.01,12.56,16.37,14060,16840,20820,26120,34050,2006
72159,MO,28140,"Kansas City, MO-KS",39-0000,Personal care and service occupations,major,21770,4.2,9.97,20730,1.5,6.20,7.38,8.79,10.96,15.87,12890,15340,18280,22800,33010,2006
72182,MO,28140,"Kansas City, MO-KS",41-0000,Sales and related occupations,major,108550,1.5,17.98,37400,1.8,7.07,8.40,11.68,21.67,37.20,14710,17470,24290,45070,77380,2006
72203,MO,28140,"Kansas City, MO-KS",43-0000,Office and administrative support occupations,major,182570,1.6,14.59,30360,0.5,8.74,10.71,13.67,17.57,22.01,18180,22280,28430,36550,45770,2006
72256,MO,28140,"Kansas City, MO-KS",45-0000,"Farming, fishing, and forestry occupations",major,510,18.8,11.10,23100,7.9,6.10,7.34,9.11,11.44,23.08,12690,15260,18950,23780,48010,2006
72261,MO,28140,"Kansas City, MO-KS",47-0000,Construction and extraction occupations,major,47410,2.7,20.98,43640,1.1,11.27,14.22,19.90,26.88,32.90,23430,29580,41400,55920,68440,2006
72307,MO,28140,"Kansas City, MO-KS",49-0000,"Installation, maintenance, and repair occupations",major,38440,3.4,19.19,39920,0.9,10.63,13.92,18.18,23.86,29.24,22100,28950,37820,49620,60820,2006
72348,MO,28140,"Kansas City, MO-KS",51-0000,Production occupations,major,64440,5.9,15.27,31760,2.0,8.45,10.47,14.11,19.16,24.35,17580,21780,29360,39850,50650,2006
72433,MO,28140,"Kansas City, MO-KS",53-0000,Transportation and material moving occupations,major,72650,2.7,14.27,29690,1.7,7.44,9.67,12.83,17.17,22.37,15480,20110,26700,35710,46530,2006
72459,MO,41140,"St. Joseph, MO-KS",11-0000,Management occupations,major,1210,7.0,39.01,81130,2.6,19.37,24.73,33.32,46.20,69.21,40290,51430,69310,96090,143950,2006
72468,MO,41140,"St. Joseph, MO-KS",13-0000,Business and financial operations occupations,major,1460,6.7,22.29,46350,2.2,12.14,15.44,20.52,27.51,35.62,25240,32110,42680,57230,74090,2006
72484,MO,41140,"St. Joseph, MO-KS",17-0000,Architecture and engineering occupations,major,300,3.4,25.05,52100,2.2,14.87,19.05,25.04,30.31,35.86,30930,39620,52080,63050,74590,2006
72487,MO,41140,"St. Joseph, MO-KS",19-0000,"Life, physical, and social science occupations",major,400,13.3,25.33,52690,4.9,12.69,16.43,21.77,32.24,41.25,26390,34170,45270,67060,85810,2006
72490,MO,41140,"St. Joseph, MO-KS",21-0000,Community and social services occupations,major,780,8.9,16.00,33280,3.3,9.46,12.38,15.59,18.98,23.47,19680,25740,32420,39480,48820,2006
72496,MO,41140,"St. Joseph, MO-KS",23-0000,Legal occupations,major,120,22.9,22.47,46740,6.1,13.15,16.32,20.07,22.80,37.40,27350,33950,41740,47430,77790,2006
72499,MO,41140,"St. Joseph, MO-KS",25-0000,"Education, training, and library occupations",major,3310,9.0,16.73,34790,5.3,8.68,11.18,15.91,20.34,25.78,18060,23250,33080,42300,53610,2006
72513,MO,41140,"St. Joseph, MO-KS",27-0000,"Arts, design, entertainment, sports, and media occupations",major,510,13.8,16.38,34070,5.2,7.06,9.94,14.50,21.44,27.27,14690,20680,30160,44590,56710,2006
72525,MO,41140,"St. Joseph, MO-KS",31-0000,Healthcare support occupations,major,1290,17.4,10.40,21630,3.0,7.29,8.07,9.68,12.08,14.60,15160,16800,20130,25120,30370,2006
72529,MO,41140,"St. Joseph, MO-KS",33-0000,Protective service occupations,major,1060,5.1,13.67,28420,3.5,9.46,10.72,12.77,15.63,19.86,19670,22300,26570,32500,41310,2006
72531,MO,41140,"St. Joseph, MO-KS",35-0000,Food preparation and serving related occupations,major,4570,4.2,8.31,17290,1.7,5.69,6.27,7.36,9.46,12.21,11840,13040,15300,19680,25400,2006
72545,MO,41140,"St. Joseph, MO-KS",37-0000,Building and grounds cleaning and maintenance occupations,major,1380,8.9,10.68,22210,3.8,6.32,7.78,9.72,11.97,16.29,13150,16170,20210,24890,33880,2006
72549,MO,41140,"St. Joseph, MO-KS",39-0000,Personal care and service occupations,major,1250,17.3,8.76,18220,3.7,5.88,6.74,8.13,10.13,12.80,12220,14010,16910,21080,26610,2006
72555,MO,41140,"St. Joseph, MO-KS",41-0000,Sales and related occupations,major,5780,4.4,12.69,26390,4.0,6.01,6.96,8.88,14.27,24.76,12500,14470,18460,29690,51490,2006
72569,MO,41140,"St. Joseph, MO-KS",43-0000,Office and administrative support occupations,major,10180,7.5,12.46,25920,1.8,7.50,9.05,11.47,14.81,18.33,15590,18820,23850,30810,38120,2006
72600,MO,41140,"St. Joseph, MO-KS",45-0000,"Farming, fishing, and forestry occupations",major,200,35.8,12.31,25600,7.2,6.58,9.52,11.24,13.94,17.56,13690,19810,23390,29000,36510,2006
72602,MO,41140,"St. Joseph, MO-KS",47-0000,Construction and extraction occupations,major,2240,5.2,18.83,39160,3.5,10.16,12.73,16.92,24.24,31.52,21130,26480,35200,50420,65550,2006
72618,MO,41140,"St. Joseph, MO-KS",49-0000,"Installation, maintenance, and repair occupations",major,2320,6.8,16.79,34910,3.1,9.02,11.40,15.71,20.81,27.38,18770,23710,32680,43290,56950,2006
72629,MO,41140,"St. Joseph, MO-KS",51-0000,Production occupations,major,5970,7.0,13.80,28710,3.5,7.40,9.77,12.86,17.53,21.50,15400,20330,26740,36470,44710,2006
72650,MO,41140,"St. Joseph, MO-KS",53-0000,Transportation and material moving occupations,major,3820,6.4,13.32,27710,2.3,7.33,8.92,12.40,16.83,21.09,15250,18560,25800,35010,43870,2006
72665,MO,41180,"St. Louis, MO-IL",11-0000,Management occupations,major,45880,3.5,44.35,92240,1.0,19.78,27.71,39.54,55.10,#,41140,57630,82240,114600,#,2006
72697,MO,41180,"St. Louis, MO-IL",13-0000,Business and financial operations occupations,major,63070,3.1,26.84,55830,1.9,13.24,17.69,24.16,32.48,43.08,27550,36800,50260,67550,89610,2006
