,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
125302,47300,"Visalia-Porterville, CA",4,CA,29-0000,major,6500,27.1,43.739,0.71,44.33,92200,5.9,16.55,23.12,36.69,49.33,79.14,34420,48100,76310,102610,164620,2020
125329,47300,"Visalia-Porterville, CA",4,CA,31-0000,major,7970,5.8,53.653,1.16,15.64,32530,2.5,13.01,13.02,14.11,15.79,20.29,27070,27080,29350,32840,42190,2020
125342,47300,"Visalia-Porterville, CA",4,CA,33-0000,major,2200,5.9,14.838,0.62,26.11,54310,7.7,13.42,15.69,21.57,32.7,47.02,27910,32630,44870,68020,97810,2020
125349,47300,"Visalia-Porterville, CA",4,CA,35-0000,major,9780,2.3,65.844,0.81,14.97,31140,1.6,13.01,13.02,13.74,15.04,17.84,27070,27080,28580,31270,37100,2020
125364,47300,"Visalia-Porterville, CA",4,CA,37-0000,major,4450,12.5,29.931,1.02,16.62,34580,2,13.01,13.02,14.77,18.67,23.78,27070,27080,30720,38830,49470,2020
125373,47300,"Visalia-Porterville, CA",4,CA,39-0000,major,1970,10.9,13.236,0.68,15.66,32570,2.3,13.01,13.02,14.02,15.85,20.29,27070,27080,29170,32960,42200,2020
125382,47300,"Visalia-Porterville, CA",4,CA,41-0000,major,12700,11.4,85.473,0.91,19.57,40710,4.2,13.01,13.08,14.75,20.09,31.34,27070,27200,30680,41790,65180,2020
125395,47300,"Visalia-Porterville, CA",4,CA,43-0000,major,15430,5.9,103.822,0.78,20.52,42670,2.4,13.25,14.81,18.29,23.91,31.26,27560,30800,38050,49720,65020,2020
125433,47300,"Visalia-Porterville, CA",4,CA,45-0000,major,23080,3.5,155.288,45.12,14.67,30510,2,13.01,13.02,13.37,14.67,17.2,27070,27070,27810,30520,35770,2020
125441,47300,"Visalia-Porterville, CA",4,CA,47-0000,major,4900,10.6,33.004,0.77,26,54080,3.1,14.49,17.7,23.34,31.17,41.68,30130,36820,48550,64840,86690,2020
125460,47300,"Visalia-Porterville, CA",4,CA,49-0000,major,4950,5.6,33.334,0.85,23.15,48160,2.2,13.39,15.5,21.04,28.35,36.88,27850,32240,43770,58960,76720,2020
125479,47300,"Visalia-Porterville, CA",4,CA,51-0000,major,9480,9.1,63.773,1.04,19.48,40530,2.4,13.2,14.36,17.15,22.54,29.57,27460,29860,35670,46890,61510,2020
125509,47300,"Visalia-Porterville, CA",4,CA,53-0000,major,15580,8.5,104.831,1.2,17.55,36510,1.8,13.02,13.7,15.49,20.24,24.44,27070,28490,32220,42100,50830,2020
125523,47380,"Waco, TX",4,TX,11-0000,major,5440,4.4,47.374,0.83,48.74,101380,3.4,19.63,29.27,41.47,59.08,84.97,40820,60890,86260,122880,176740,2020
125546,47380,"Waco, TX",4,TX,13-0000,major,5350,4.3,46.516,0.77,31.22,64940,1.5,17.95,22.63,29.44,38.19,47.87,37330,47060,61230,79440,99570,2020
125569,47380,"Waco, TX",4,TX,15-0000,major,1750,6.9,15.201,0.46,32.58,67770,4.1,12.74,20.71,29.93,42.6,54.51,26510,43070,62250,88600,113380,2020
125580,47380,"Waco, TX",4,TX,17-0000,major,1640,13.6,14.229,0.79,39.34,81820,5.3,19.44,27.02,36.68,49.76,63.55,40430,56190,76300,103500,132190,2020
125597,47380,"Waco, TX",4,TX,19-0000,major,780,17.6,6.785,0.73,32.36,67320,3.1,17.13,22.44,29.21,38.33,51.96,35630,46680,60760,79740,108090,2020
125603,47380,"Waco, TX",4,TX,21-0000,major,1690,5.3,14.676,0.91,22.36,46520,3.8,12.81,17.14,21.96,26.78,31.67,26640,35650,45670,55700,65870,2020
125615,47380,"Waco, TX",4,TX,23-0000,major,670,7.3,5.822,0.7,46.12,95940,7,20.22,23.43,40.12,59.89,78.34,42060,48730,83440,124560,162940,2020
125618,47380,"Waco, TX",4,TX,25-0000,major,8760,1.5,76.226,1.26,25.47,52970,7.6,9.07,13.39,23.18,30.09,42.28,18870,27850,48210,62590,87950,2020
125637,47380,"Waco, TX",4,TX,27-0000,major,1380,8.5,12.018,0.9,26.67,55470,9.2,9.15,14.96,21.79,29.99,41.17,19040,31120,45320,62370,85630,2020
125649,47380,"Waco, TX",4,TX,29-0000,major,6060,16.4,52.699,0.85,37.46,77910,5.3,15.25,21.6,29.49,40.08,67.1,31710,44930,61350,83370,139570,2020
125677,47380,"Waco, TX",4,TX,31-0000,major,5820,10.2,50.631,1.09,13.06,27160,3.8,8.95,10.37,11.93,14.7,18.66,18610,21570,24820,30570,38810,2020
125687,47380,"Waco, TX",4,TX,33-0000,major,2840,9.5,24.699,1.03,24.87,51730,5.6,13.12,17.76,22.17,31.8,40.25,27290,36930,46110,66150,83710,2020
125699,47380,"Waco, TX",4,TX,35-0000,major,10330,2.3,89.911,1.11,11.16,23210,1.9,8.18,8.88,10.17,12.2,15.22,17010,18480,21150,25370,31650,2020
125712,47380,"Waco, TX",4,TX,37-0000,major,3280,4,28.543,0.97,12.97,26970,2.1,9.24,10.4,11.73,14.33,18.49,19220,21630,24400,29800,38460,2020
125720,47380,"Waco, TX",4,TX,39-0000,major,1610,10,14.034,0.72,13.43,27930,4.3,8.18,9.03,11.44,15.41,22.33,17020,18780,23800,32060,46450,2020
125731,47380,"Waco, TX",4,TX,41-0000,major,11780,6.6,102.501,1.09,17.13,35630,3.2,8.93,10.47,12.58,19.05,30.93,18580,21770,26170,39630,64320,2020
125745,47380,"Waco, TX",4,TX,43-0000,major,15610,4.2,135.835,1.02,17.5,36400,1.9,10.03,12.86,16.22,20.94,26.53,20850,26750,33740,43560,55190,2020
125784,47380,"Waco, TX",4,TX,45-0000,major,310,26.3,2.715,0.79,15.28,31780,7.3,8.11,9.1,15.73,18.86,22.64,16880,18930,32730,39240,47090,2020
125786,47380,"Waco, TX",4,TX,47-0000,major,5590,7.1,48.637,1.14,20.62,42880,1.7,13.06,15.71,18.88,24.16,30.35,27170,32680,39270,50260,63120,2020
125807,47380,"Waco, TX",4,TX,49-0000,major,5220,9.4,45.447,1.15,20.92,43510,1.6,12.36,15.3,19.28,25.49,31.76,25710,31820,40110,53020,66070,2020
125827,47380,"Waco, TX",4,TX,51-0000,major,9870,8,85.923,1.4,18.02,37470,1.9,10.86,13.13,16.32,20.39,27.17,22580,27310,33940,42420,56520,2020
125861,47380,"Waco, TX",4,TX,53-0000,major,9150,5.5,79.579,0.91,17.14,35650,2.5,10.04,12.37,15.7,19.59,25.98,20880,25730,32660,40750,54040,2020
125877,47460,"Walla Walla, WA",4,WA,11-0000,major,860,5.4,34.541,0.6,48.36,100600,2.5,27.93,35.16,44.43,58.49,71.55,58100,73130,92420,121660,148830,2020
125886,47460,"Walla Walla, WA",4,WA,13-0000,major,1220,5.4,49.104,0.81,36.14,75180,3.8,20.33,25.53,33.86,45.5,54.1,42280,53110,70420,94640,112520,2020
125899,47460,"Walla Walla, WA",4,WA,15-0000,major,230,8.5,9.085,0.28,39.21,81550,5.1,22.16,28.3,36.69,47.96,62.86,46100,58860,76310,99750,130760,2020
125903,47460,"Walla Walla, WA",4,WA,17-0000,major,600,3,23.958,1.33,41.05,85380,3.8,22.17,31.82,43.87,48.25,57.02,46120,66180,91250,100350,118610,2020
125907,47460,"Walla Walla, WA",4,WA,19-0000,major,370,2.8,14.994,1.61,32.69,67990,2.8,16.43,22.18,33.07,40.4,47.96,34170,46130,68780,84030,99750,2020
125911,47460,"Walla Walla, WA",4,WA,21-0000,major,480,12.7,19.176,1.2,25.98,54040,3.1,15.52,19.12,26.14,31.99,36.01,32280,39770,54370,66540,74910,2020
125918,47460,"Walla Walla, WA",4,WA,23-0000,major,120,10,4.814,0.58,41.65,86640,7.2,16.52,19.24,33.39,52.63,74.21,34360,40020,69460,109480,154350,2020
125931,47460,"Walla Walla, WA",4,WA,27-0000,major,310,15.2,12.587,0.94,26.49,55100,4.9,14.05,16.97,23.56,31.72,43.07,29230,35300,49010,65990,89590,2020
125935,47460,"Walla Walla, WA",4,WA,29-0000,major,1700,8.5,68.245,1.11,40.28,83790,3.6,19.23,27.21,38.36,48.8,60.9,39990,56590,79780,101500,126670,2020
125947,47460,"Walla Walla, WA",4,WA,31-0000,major,1620,9.6,65.234,1.41,16.34,33990,2.2,13.83,14.35,15.21,17.37,19.88,28770,29850,31640,36140,41340,2020
125953,47460,"Walla Walla, WA",4,WA,33-0000,major,1040,1.8,41.976,1.74,29.39,61140,3.1,20.78,25.51,29.59,30.72,38.15,43230,53070,61560,63900,79340,2020
125957,47460,"Walla Walla, WA",4,WA,35-0000,major,1840,11.4,73.896,0.91,16.58,34490,2.8,13.52,13.97,15.15,18.06,21.88,28110,29070,31510,37560,45510,2020
125967,47460,"Walla Walla, WA",4,WA,37-0000,major,**,**,**,**,16.94,35230,1.9,13.81,14.66,16.28,18.44,19.8,28730,30500,33850,38350,41190,2020
125971,47460,"Walla Walla, WA",4,WA,39-0000,major,300,21.5,11.935,0.62,15.45,32130,2.6,13.51,13.52,13.79,15.89,19.15,28100,28110,28690,33040,39830,2020
125974,47460,"Walla Walla, WA",4,WA,41-0000,major,2370,8.4,95.443,1.01,20.11,41830,3,13.6,14.35,15.69,20.82,32.16,28280,29850,32640,43300,66880,2020
125986,47460,"Walla Walla, WA",4,WA,43-0000,major,2890,5.9,116.492,0.87,20.19,41990,1.2,14.23,15.64,18.71,23.08,28.3,29590,32530,38920,48000,58860,2020
126003,47460,"Walla Walla, WA",4,WA,45-0000,major,310,21.4,12.579,3.65,16.69,34710,3.3,13.71,14.24,15.11,17.64,21.78,28520,29610,31420,36700,45310,2020
126006,47460,"Walla Walla, WA",4,WA,47-0000,major,860,9.7,34.617,0.81,26.92,56000,4.7,15.86,19.22,24.44,31.85,42.54,32990,39980,50830,66250,88480,2020
126016,47460,"Walla Walla, WA",4,WA,49-0000,major,1070,7.2,42.893,1.09,25.53,53100,2.2,15.88,18.69,23.7,30.62,37.42,33030,38880,49290,63690,77820,2020
126024,47460,"Walla Walla, WA",4,WA,51-0000,major,1710,18.4,68.889,1.12,21.24,44180,2.4,14.27,15.86,18.61,24.12,32.63,29680,32980,38700,50170,67870,2020
126034,47460,"Walla Walla, WA",4,WA,53-0000,major,1990,7.2,79.942,0.91,18.6,38680,2.2,13.85,15.06,17.3,19.72,25.23,28810,31330,35980,41030,52480,2020
126046,47580,"Warner Robins, GA",4,GA,11-0000,major,2740,5.4,37.696,0.66,43.42,90310,2.6,17.94,25.18,38.98,56.41,73.68,37320,52370,81070,117340,153260,2020
126066,47580,"Warner Robins, GA",4,GA,13-0000,major,7410,2.5,101.939,1.69,37.89,78810,3,21.8,30.78,38.11,44.38,51.18,45350,64010,79280,92310,106450,2020
126082,47580,"Warner Robins, GA",4,GA,15-0000,major,2150,4,29.525,0.9,37.95,78940,2.7,19.84,28.52,37.5,47.16,57.02,41260,59310,78000,98090,118600,2020
126094,47580,"Warner Robins, GA",4,GA,17-0000,major,3240,4.1,44.606,2.47,41.74,86820,2.6,23.32,31,41.42,52.16,57.03,48500,64480,86160,108480,118620,2020
126108,47580,"Warner Robins, GA",4,GA,19-0000,major,380,10.1,5.21,0.56,32.15,66870,6.8,13.37,20.88,30.77,40.58,48.29,27800,43420,64010,84400,100440,2020
126113,47580,"Warner Robins, GA",4,GA,21-0000,major,550,12.7,7.576,0.47,24.28,50510,4,12.69,16.13,20.88,30.77,41.07,26400,33560,43430,64010,85420,2020
126120,47580,"Warner Robins, GA",4,GA,23-0000,major,210,11.8,2.878,0.35,33.48,69630,5,11.79,15.87,28.9,51.61,64.55,24520,33010,60120,107350,134260,2020
126123,47580,"Warner Robins, GA",4,GA,25-0000,major,5350,10.1,73.693,1.21,23.12,48090,10.1,8.47,10.13,20.02,33.75,44.25,17610,21070,41650,70200,92050,2020
126135,47580,"Warner Robins, GA",4,GA,27-0000,major,400,19,5.493,0.41,25.95,53980,10.6,10.17,13.52,27.21,35.76,43.1,21150,28120,56590,74380,89650,2020
126139,47580,"Warner Robins, GA",4,GA,29-0000,major,3240,3.9,44.656,0.72,35.51,73860,5.1,15.42,19.58,28.24,38.18,59.52,32060,40720,58730,79410,123810,2020
126159,47580,"Warner Robins, GA",4,GA,31-0000,major,2050,9.1,28.224,0.61,13.11,27260,3.4,8.8,10.4,12.14,14.77,18.41,18310,21620,25240,30720,38290,2020
126167,47580,"Warner Robins, GA",4,GA,33-0000,major,1520,2.7,20.976,0.87,19.29,40110,4.1,10.27,14.41,17.79,23.19,29.94,21360,29970,37010,48240,62280,2020
126177,47580,"Warner Robins, GA",4,GA,35-0000,major,6930,4.9,95.324,1.18,11.24,23380,3.7,8.01,8.54,9.44,11.74,15.64,16660,17760,19630,24420,32520,2020
126190,47580,"Warner Robins, GA",4,GA,37-0000,major,1630,8.1,22.402,0.76,12.35,25690,3.2,8.46,9.53,11.5,14.22,17.55,17590,19830,23920,29570,36500,2020
126197,47580,"Warner Robins, GA",4,GA,39-0000,major,970,16.9,13.303,0.69,12.08,25120,5.8,8.07,8.61,9.52,13.06,19.14,16780,17910,19790,27170,39820,2020
126206,47580,"Warner Robins, GA",4,GA,41-0000,major,6070,6.7,83.57,0.89,15.26,31730,3.4,8.52,9.74,11.9,16.38,25.01,17730,20260,24740,34070,52010,2020
126216,47580,"Warner Robins, GA",4,GA,43-0000,major,7600,4.6,104.574,0.78,18.12,37690,4,10.16,13,16.57,22.17,28.71,21120,27030,34470,46120,59710,2020
126245,47580,"Warner Robins, GA",4,GA,45-0000,major,170,34.5,2.345,0.68,21.1,43880,11.9,9.84,13.56,25.33,28.67,30.71,20460,28210,52690,59640,63870,2020
126246,47580,"Warner Robins, GA",4,GA,47-0000,major,3180,6.6,43.765,1.03,23.75,49400,5.3,13.93,18.29,25.63,28.71,30.46,28970,38040,53310,59710,63360,2020
126255,47580,"Warner Robins, GA",4,GA,49-0000,major,4890,3.6,67.349,1.71,24.93,51850,5.6,13.18,19.17,26.64,29.81,33.33,27400,39880,55400,62010,69330,2020
126269,47580,"Warner Robins, GA",4,GA,51-0000,major,7110,31.1,97.852,1.6,17.58,36570,3.9,10.78,12.74,15.56,21.32,28.11,22420,26500,32370,44350,58470,2020
126289,47580,"Warner Robins, GA",4,GA,53-0000,major,4870,6.9,67.043,0.77,17.27,35910,3.8,9.6,11.54,16.76,22.11,24.71,19960,23990,34860,45980,51400,2020
126302,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,11-0000,major,254670,0.9,84.266,1.47,74.7,155370,0.7,36.78,53.72,69.99,85.9,#,76510,111730,145570,178680,#,2020
126336,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,13-0000,major,335360,1.2,110.966,1.84,47.34,98460,0.6,25.09,33.04,44.28,58.23,74.45,52180,68730,92100,121120,154850,2020
126365,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,15-0000,major,242350,1.6,80.189,2.43,53.98,112280,0.9,28.65,38.6,53,67.48,81.02,59590,80280,110240,140350,168530,2020
126383,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,17-0000,major,62990,2.8,20.843,1.15,52.22,108610,2,26.68,35.52,49.35,66.33,82.12,55500,73880,102660,137980,170800,2020
126418,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,19-0000,major,62720,2.2,20.754,2.23,52.76,109740,2.7,24.87,34.64,51,67.45,82.11,51740,72060,106090,140300,170800,2020
126461,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,21-0000,major,43860,3.4,14.512,0.9,30.71,63880,2.4,15.73,20.52,28.08,38.47,50.12,32720,42680,58410,80020,104250,2020
126479,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,23-0000,major,68430,1.5,22.643,2.73,72.48,150760,2.1,26.59,40.81,69.11,87.25,#,55310,84880,143740,181490,#,2020
126488,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,25-0000,major,189490,2.3,62.7,1.03,34.33,71400,2.8,13.09,18.87,30.69,46.14,60.39,27240,39250,63840,95970,125610,2020
126550,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,27-0000,major,72860,1.9,24.109,1.81,42.36,88120,1.4,17.44,26.09,37.66,52.64,69.95,36270,54270,78340,109500,145500,2020
126588,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,29-0000,major,145220,2.1,48.051,0.78,48.77,101450,3.3,20.16,28.64,40.21,55.92,88.32,41940,59570,83630,116310,183700,2020
126643,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,31-0000,major,90840,2.1,30.056,0.65,16.87,35090,1.1,11.73,13.68,15.29,18.93,24.5,24400,28460,31810,39380,50950,2020
126660,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,33-0000,major,84790,3.7,28.055,1.16,30.45,63330,4.8,14.34,18.44,27.45,38.15,51.19,29820,38350,57100,79350,106470,2020
126680,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,35-0000,major,200010,1.2,66.181,0.82,15.18,31570,1.3,9.54,11.27,14.12,16.69,22.33,19840,23430,29370,34720,46450,2020
126697,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,37-0000,major,96900,2.4,32.063,1.09,17.29,35970,1.2,11.31,13.39,15.65,19.7,25.4,23520,27860,32540,40970,52830,2020
126707,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,39-0000,major,63100,3.6,20.878,1.08,17.05,35470,1.6,9.6,11.62,14.64,19.45,28.33,19970,24170,30450,40450,58920,2020
126735,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,41-0000,major,241460,1.5,79.896,0.85,25.02,52040,1.6,10.8,12.41,16.1,28.83,51.1,22470,25810,33500,59970,106280,2020
126757,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,43-0000,major,346620,1.6,114.691,0.86,23.96,49830,0.4,13.42,16.82,22.22,29.55,37.37,27920,34980,46210,61460,77720,2020
126812,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,45-0000,major,1730,18.9,0.571,0.17,20.28,42190,4.7,12.15,14.08,17.8,25.57,32.46,25280,29290,37030,53190,67510,2020
126819,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,47-0000,major,113850,2.2,37.67,0.88,26.3,54710,0.9,15.17,18.52,24.51,31.44,40.84,31540,38530,50990,65400,84950,2020
126866,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,49-0000,major,89580,2.4,29.641,0.75,28.63,59560,0.8,15.52,20.26,27.41,35.86,44.04,32270,42130,57020,74590,91590,2020
126912,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,51-0000,major,50920,3.8,16.85,0.28,21.83,45410,1,11.54,14.13,18.59,27.19,37.65,24000,29390,38670,56560,78320,2020
126982,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,53-0000,major,164450,2.1,54.414,0.62,21.08,43840,3.5,11.31,13.47,17.61,24.6,33.13,23520,28010,36620,51160,68910,2020
127015,47940,"Waterloo-Cedar Falls, IA",4,IA,11-0000,major,4680,3.7,56.067,0.98,46.67,97070,1.8,22.16,31.34,41.06,56.67,76.83,46100,65180,85410,117860,159810,2020
127040,47940,"Waterloo-Cedar Falls, IA",4,IA,13-0000,major,3690,5,44.203,0.73,30.53,63500,2.5,16.4,21.59,28.12,36.59,47.34,34100,44910,58490,76110,98470,2020
127059,47940,"Waterloo-Cedar Falls, IA",4,IA,15-0000,major,1610,21.8,19.291,0.58,36.02,74930,1.8,20.94,25.74,33.04,45.08,56.66,43550,53530,68730,93760,117850,2020
127070,47940,"Waterloo-Cedar Falls, IA",4,IA,17-0000,major,1910,22,22.924,1.27,39.64,82450,3.2,22.67,28.59,36.86,47.16,60.16,47150,59470,76670,98080,125140,2020
127080,47940,"Waterloo-Cedar Falls, IA",4,IA,19-0000,major,330,16.1,3.926,0.42,27.91,58060,2.9,17.66,21.48,26.39,32.56,40.22,36740,44680,54900,67720,83650,2020
127084,47940,"Waterloo-Cedar Falls, IA",4,IA,21-0000,major,1040,9.7,12.419,0.77,22.74,47300,4.2,12.59,14.88,21.69,29.1,36.19,26180,30940,45120,60540,75260,2020
127095,47940,"Waterloo-Cedar Falls, IA",4,IA,23-0000,major,300,21.6,3.626,0.44,28.93,60180,4.8,16.19,18.77,23.61,32.29,54.48,33660,39030,49120,67160,113330,2020
127099,47940,"Waterloo-Cedar Falls, IA",4,IA,25-0000,major,6110,5.8,73.25,1.21,25.66,53360,7.1,9.55,14.31,24.8,34.07,42.81,19860,29770,51590,70870,89030,2020
127121,47940,"Waterloo-Cedar Falls, IA",4,IA,27-0000,major,1060,14.2,12.758,0.96,20.26,42140,5.3,8.46,11.44,17.88,25.85,35.91,17600,23790,37200,53760,74700,2020
127131,47940,"Waterloo-Cedar Falls, IA",4,IA,29-0000,major,5400,4.1,64.774,1.05,35.64,74120,2.3,17.09,21.98,28.27,37.14,58.61,35550,45710,58800,77260,121910,2020
127156,47940,"Waterloo-Cedar Falls, IA",4,IA,31-0000,major,3550,5.3,42.524,0.92,15.35,31920,1.6,10.95,12.7,14.48,17.31,21.53,22770,26420,30110,36010,44770,2020
127166,47940,"Waterloo-Cedar Falls, IA",4,IA,33-0000,major,1050,7.8,12.538,0.52,22.19,46150,6.3,9.66,12.48,20.32,30.47,38.15,20080,25950,42260,63390,79360,2020
127173,47940,"Waterloo-Cedar Falls, IA",4,IA,35-0000,major,7090,2.8,85.017,1.05,11.97,24900,2.6,8.28,9.13,11.25,14.25,16.9,17230,18990,23410,29630,35150,2020
127187,47940,"Waterloo-Cedar Falls, IA",4,IA,37-0000,major,3120,3.6,37.435,1.27,15.66,32570,3.1,10.15,12.01,16.04,18.25,19.87,21110,24990,33360,37960,41320,2020
127195,47940,"Waterloo-Cedar Falls, IA",4,IA,39-0000,major,1760,13.8,21.109,1.09,13.43,27940,5.8,8.1,8.79,10.5,16.36,23.45,16850,18290,21840,34020,48770,2020
127204,47940,"Waterloo-Cedar Falls, IA",4,IA,41-0000,major,8080,4.4,96.852,1.03,17.32,36010,3.7,9.52,10.8,12.87,18.86,32.02,19810,22470,26760,39230,66600,2020
127222,47940,"Waterloo-Cedar Falls, IA",4,IA,43-0000,major,10090,4.1,120.971,0.91,19.05,39620,1.3,11.84,14.39,17.84,22.45,28.4,24620,29930,37120,46690,59080,2020
127258,47940,"Waterloo-Cedar Falls, IA",4,IA,45-0000,major,110,14.4,1.264,0.37,19.95,41490,5.1,13.02,16.33,19.75,24.05,27.05,27090,33960,41070,50030,56270,2020
127260,47940,"Waterloo-Cedar Falls, IA",4,IA,47-0000,major,3100,13.3,37.132,0.87,23.24,48340,1.5,15.08,18.08,22.62,27.7,31.54,31370,37600,47040,57610,65600,2020
127273,47940,"Waterloo-Cedar Falls, IA",4,IA,49-0000,major,3080,5.6,36.924,0.94,23.46,48800,2.1,13.18,17.41,22.75,28.76,33.46,27410,36220,47320,59810,69600,2020
127288,47940,"Waterloo-Cedar Falls, IA",4,IA,51-0000,major,7560,10.9,90.642,1.48,20.56,42760,2.2,12.73,15.81,19.25,23.71,29.24,26480,32880,40040,49310,60820,2020
127322,47940,"Waterloo-Cedar Falls, IA",4,IA,53-0000,major,8710,4.4,104.35,1.19,18.51,38490,2.1,11.3,14.49,17.72,21.62,26.83,23500,30130,36860,44980,55800,2020
127336,48060,"Watertown-Fort Drum, NY",4,NY,11-0000,major,1430,4.9,39.363,0.69,46.78,97290,2.3,25.47,31.85,43.61,53.79,70.14,52990,66240,90720,111890,145900,2020
127347,48060,"Watertown-Fort Drum, NY",4,NY,13-0000,major,1480,5.4,40.813,0.68,34.64,72050,2.7,19.43,25.43,31.74,41.8,48.97,40410,52900,66010,86950,101850,2020
127360,48060,"Watertown-Fort Drum, NY",4,NY,15-0000,major,350,6.3,9.759,0.3,35.09,72990,4.8,18.39,24.74,33.15,44.26,54.09,38240,51460,68950,92060,112510,2020
127366,48060,"Watertown-Fort Drum, NY",4,NY,17-0000,major,540,3.2,14.969,0.83,38.85,80810,1.9,24.81,30.61,37.95,46.72,53.76,51600,63670,78940,97190,111820,2020
127372,48060,"Watertown-Fort Drum, NY",4,NY,19-0000,major,300,12.9,8.342,0.9,32.23,67050,5.8,17.17,24.02,30.5,39.35,47.96,35710,49960,63440,81840,99760,2020
127376,48060,"Watertown-Fort Drum, NY",4,NY,21-0000,major,840,8,23.137,1.44,25.97,54010,4.7,15.16,17.82,24.08,32.72,41.17,31530,37070,50090,68060,85620,2020
127386,48060,"Watertown-Fort Drum, NY",4,NY,23-0000,major,200,13.1,5.608,0.68,47.03,97820,6.5,23,28.59,38.67,66.47,80.27,47830,59460,80430,138250,166970,2020
127390,48060,"Watertown-Fort Drum, NY",4,NY,25-0000,major,3300,10.7,91.278,1.5,27.66,57530,8,12,13.72,23.88,35.87,48.19,24950,28530,49670,74620,100230,2020
127407,48060,"Watertown-Fort Drum, NY",4,NY,27-0000,major,290,17,7.873,0.59,22.18,46130,5.3,12.78,14.8,18.25,26.59,35.74,26580,30780,37970,55310,74330,2020
127409,48060,"Watertown-Fort Drum, NY",4,NY,29-0000,major,2770,5.9,76.378,1.24,37.93,78900,4,16.49,20.38,30.02,41.55,66.5,34300,42380,62450,86420,138320,2020
127425,48060,"Watertown-Fort Drum, NY",4,NY,31-0000,major,1500,10.7,41.526,0.9,15.28,31780,2.3,12.09,12.63,14.12,16.15,20.4,25140,26280,29380,33600,42440,2020
127432,48060,"Watertown-Fort Drum, NY",4,NY,33-0000,major,1400,7,38.651,1.6,29.98,62370,6.1,14.87,22.19,29.95,37.63,43.11,30930,46160,62290,78270,89680,2020
127440,48060,"Watertown-Fort Drum, NY",4,NY,35-0000,major,3340,7,92.229,1.14,14.99,31180,2.2,11.97,12.3,13.53,15.49,20.33,24900,25580,28140,32220,42290,2020
127451,48060,"Watertown-Fort Drum, NY",4,NY,37-0000,major,1070,8.7,29.623,1.01,15.37,31960,1.9,12.06,12.59,14.26,16.37,20.38,25080,26180,29670,34050,42390,2020
127456,48060,"Watertown-Fort Drum, NY",4,NY,39-0000,major,940,19.6,25.842,1.33,15.11,31430,3.2,11.93,12.12,12.55,15.29,21.55,24820,25210,26090,31810,44830,2020
127464,48060,"Watertown-Fort Drum, NY",4,NY,41-0000,major,4390,9.4,121.145,1.28,17.18,35730,2.9,12.02,12.37,14.16,18.22,25.34,25000,25720,29460,37900,52700,2020
127476,48060,"Watertown-Fort Drum, NY",4,NY,43-0000,major,4950,3.5,136.672,1.02,19.01,39540,1.7,12.28,14.11,17.9,22.64,27.83,25530,29340,37230,47100,57890,2020
127499,48060,"Watertown-Fort Drum, NY",4,NY,45-0000,major,60,43.5,1.685,0.49,17.13,35640,9.4,12.86,13.73,15.19,19.08,24.75,26740,28560,31590,39690,51480,2020
127500,48060,"Watertown-Fort Drum, NY",4,NY,47-0000,major,1680,3.5,46.33,1.09,25.01,52010,2.8,14.8,18.31,22.96,28.87,37.56,30780,38070,47760,60060,78120,2020
127509,48060,"Watertown-Fort Drum, NY",4,NY,49-0000,major,1850,5,51.172,1.3,22.55,46900,3.1,13.04,16.59,21.45,26.39,32.75,27130,34510,44630,54890,68120,2020
127521,48060,"Watertown-Fort Drum, NY",4,NY,51-0000,major,990,8.5,27.433,0.45,20.9,43470,2.4,12.33,16.07,20.92,24.16,28.85,25650,33430,43510,50240,60000,2020
