,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
128615,TX,26420,"Houston-Sugar Land-Baytown, TX",21-0000,major,20390,2.8,7.952,21.39,44500,1.4,12.30,15.49,19.36,27.17,33.33,25590,32220,40270,56500,69330,2009
128632,TX,26420,"Houston-Sugar Land-Baytown, TX",23-0000,major,18850,2.6,7.351,47.57,98950,4.0,16.13,22.45,35.50,68.54,#,33540,46690,73830,142570,#,2009
128642,TX,26420,"Houston-Sugar Land-Baytown, TX",25-0000,major,160150,1.5,62.467,24.19,50320,3.0,8.99,15.78,23.40,28.32,35.93,18700,32830,48660,58910,74740,2009
128691,TX,26420,"Houston-Sugar Land-Baytown, TX",27-0000,major,24280,3.9,9.471,22.03,45820,2.2,8.74,12.35,19.26,27.46,37.53,18190,25690,40060,57120,78070,2009
128725,TX,26420,"Houston-Sugar Land-Baytown, TX",29-0000,major,122580,2.7,47.811,33.25,69160,2.4,14.09,20.07,28.47,37.93,53.49,29310,41750,59230,78900,111270,2009
128777,TX,26420,"Houston-Sugar Land-Baytown, TX",31-0000,major,62040,3.0,24.199,12.16,25290,2.1,7.29,8.46,11.02,14.86,18.06,15170,17590,22920,30900,37570,2009
128793,TX,26420,"Houston-Sugar Land-Baytown, TX",33-0000,major,56410,2.6,22.000,17.82,37070,4.1,8.03,9.95,16.04,23.84,31.18,16710,20700,33370,49590,64850,2009
128811,TX,26420,"Houston-Sugar Land-Baytown, TX",35-0000,major,201280,1.2,78.509,9.29,19330,1.0,6.88,7.27,8.09,10.12,13.56,14300,15130,16830,21050,28210,2009
128829,TX,26420,"Houston-Sugar Land-Baytown, TX",37-0000,major,75280,2.1,29.363,10.22,21260,1.4,7.02,7.63,9.13,11.44,15.11,14600,15880,18990,23800,31420,2009
128839,TX,26420,"Houston-Sugar Land-Baytown, TX",39-0000,major,59060,8.8,23.035,11.87,24700,8.0,6.96,7.49,8.84,13.18,20.94,14480,15590,18390,27410,43540,2009
128868,TX,26420,"Houston-Sugar Land-Baytown, TX",41-0000,major,265520,1.5,103.564,18.32,38110,1.7,7.16,8.28,11.29,21.26,37.35,14890,17220,23480,44220,77680,2009
128889,TX,26420,"Houston-Sugar Land-Baytown, TX",43-0000,major,428520,1.6,167.139,16.04,33360,0.5,8.59,11.08,14.65,19.55,25.26,17870,23060,30470,40660,52530,2009
128943,TX,26420,"Houston-Sugar Land-Baytown, TX",45-0000,major,930,18.4,0.364,13.27,27600,7.0,7.18,8.30,10.83,16.71,22.32,14940,17260,22530,34750,46420,2009
128951,TX,26420,"Houston-Sugar Land-Baytown, TX",47-0000,major,174460,2.8,68.046,18.43,38330,1.4,10.12,12.45,15.99,22.25,29.61,21040,25900,33250,46280,61580,2009
129001,TX,26420,"Houston-Sugar Land-Baytown, TX",49-0000,major,110740,2.8,43.195,19.92,41430,1.2,10.25,13.59,18.59,24.78,31.49,21330,28260,38670,51550,65510,2009
129045,TX,26420,"Houston-Sugar Land-Baytown, TX",51-0000,major,192030,2.1,74.898,16.88,35100,1.0,8.32,10.64,14.76,20.86,29.42,17300,22130,30700,43380,61200,2009
129144,TX,26420,"Houston-Sugar Land-Baytown, TX",53-0000,major,178360,2.7,69.568,16.03,33340,1.9,7.58,9.44,13.09,19.21,27.18,15770,19640,27220,39950,56540,2009
129185,TX,28660,"Killeen-Temple-Fort Hood, TX",11-0000,major,4350,4.3,35.921,37.73,78480,2.1,16.96,24.13,33.73,46.33,63.77,35270,50190,70160,96360,132630,2009
129207,TX,28660,"Killeen-Temple-Fort Hood, TX",13-0000,major,4690,6.2,38.701,27.66,57540,3.0,15.02,19.99,26.87,34.23,42.25,31230,41580,55880,71190,87880,2009
129228,TX,28660,"Killeen-Temple-Fort Hood, TX",15-0000,major,2710,14.0,22.358,32.20,66980,2.5,17.67,23.45,30.71,39.94,49.37,36760,48780,63880,83080,102700,2009
129239,TX,28660,"Killeen-Temple-Fort Hood, TX",17-0000,major,1420,26.0,11.683,32.09,66760,3.5,15.11,21.27,29.08,40.57,53.83,31430,44240,60490,84390,111970,2009
129253,TX,28660,"Killeen-Temple-Fort Hood, TX",19-0000,major,760,31.5,6.234,24.58,51120,9.9,10.37,17.69,23.17,29.83,40.08,21560,36800,48180,62050,83370,2009
129257,TX,28660,"Killeen-Temple-Fort Hood, TX",21-0000,major,1710,6.0,14.129,20.13,41870,4.4,12.52,15.05,18.15,24.54,31.49,26040,31300,37750,51040,65500,2009
129269,TX,28660,"Killeen-Temple-Fort Hood, TX",23-0000,major,500,22.1,4.138,26.98,56110,5.1,12.52,15.05,24.20,33.75,50.25,26040,31310,50330,70210,104520,2009
129274,TX,28660,"Killeen-Temple-Fort Hood, TX",25-0000,major,11660,3.0,96.252,19.92,41440,3.0,7.50,12.84,19.80,25.27,31.31,15590,26710,41190,52570,65130,2009
129298,TX,28660,"Killeen-Temple-Fort Hood, TX",27-0000,major,830,7.7,6.866,17.29,35960,6.4,7.42,10.31,14.94,22.95,29.14,15440,21450,31080,47740,60620,2009
129307,TX,28660,"Killeen-Temple-Fort Hood, TX",29-0000,major,8840,5.3,72.921,29.25,60840,4.8,13.92,18.22,24.66,32.95,47.48,28950,37910,51280,68540,98770,2009
129332,TX,28660,"Killeen-Temple-Fort Hood, TX",31-0000,major,3800,5.4,31.373,11.35,23610,5.7,7.12,7.88,10.06,13.49,17.27,14810,16380,20930,28060,35910,2009
129342,TX,28660,"Killeen-Temple-Fort Hood, TX",33-0000,major,4920,9.9,40.600,16.18,33650,2.4,11.35,13.34,15.88,17.93,22.28,23600,27750,33040,37290,46340,2009
129353,TX,28660,"Killeen-Temple-Fort Hood, TX",35-0000,major,10250,3.7,84.576,8.62,17920,1.9,6.84,7.17,7.74,9.12,11.84,14220,14920,16100,18980,24620,2009
129368,TX,28660,"Killeen-Temple-Fort Hood, TX",37-0000,major,4160,5.1,34.312,9.73,20240,2.3,6.98,7.55,8.74,10.84,13.89,14520,15710,18190,22540,28900,2009
129375,TX,28660,"Killeen-Temple-Fort Hood, TX",39-0000,major,3270,8.9,26.959,9.34,19440,4.0,6.83,7.15,7.71,9.75,14.97,14210,14880,16040,20270,31140,2009
129387,TX,28660,"Killeen-Temple-Fort Hood, TX",41-0000,major,12820,3.8,105.764,13.48,28040,4.3,6.96,7.59,9.36,14.76,24.21,14470,15790,19460,30690,50350,2009
129403,TX,28660,"Killeen-Temple-Fort Hood, TX",43-0000,major,19550,3.0,161.365,13.31,27680,2.7,7.71,9.53,12.35,15.97,20.14,16040,19830,25690,33210,41890,2009
129448,TX,28660,"Killeen-Temple-Fort Hood, TX",45-0000,major,40,12.8,0.319,10.57,21990,7.9,6.98,7.63,9.72,13.56,15.41,14530,15880,20220,28210,32050,2009
129449,TX,28660,"Killeen-Temple-Fort Hood, TX",47-0000,major,4860,5.4,40.092,15.39,32010,1.8,9.06,11.00,14.06,18.32,24.08,18840,22870,29250,38110,50090,2009
129466,TX,28660,"Killeen-Temple-Fort Hood, TX",49-0000,major,5360,5.0,44.232,17.80,37010,2.7,9.21,12.38,17.18,21.84,27.15,19160,25760,35720,45430,56470,2009
129490,TX,28660,"Killeen-Temple-Fort Hood, TX",51-0000,major,6320,7.5,52.115,14.42,30000,3.3,8.18,10.20,13.26,17.34,22.29,17010,21210,27570,36060,46370,2009
129524,TX,28660,"Killeen-Temple-Fort Hood, TX",53-0000,major,8370,7.1,69.092,12.56,26130,3.2,7.16,8.19,11.38,15.12,19.27,14890,17040,23670,31460,40080,2009
129543,TX,29700,"Laredo, TX",11-0000,major,2700,5.3,31.074,39.31,81760,3.4,18.53,25.13,34.05,46.07,64.47,38540,52270,70810,95820,134090,2009
129558,TX,29700,"Laredo, TX",13-0000,major,2790,7.5,32.047,25.85,53770,3.5,14.01,17.85,23.17,30.74,39.79,29130,37130,48180,63930,82770,2009
129573,TX,29700,"Laredo, TX",15-0000,major,520,17.0,5.950,23.09,48020,4.4,11.67,15.01,21.02,28.51,38.52,24270,31210,43730,59300,80120,2009
129578,TX,29700,"Laredo, TX",17-0000,major,410,8.6,4.731,23.75,49390,4.8,10.09,14.07,20.65,31.46,42.31,20990,29270,42960,65440,88010,2009
129581,TX,29700,"Laredo, TX",19-0000,major,260,11.7,2.942,23.24,48330,5.5,12.43,15.12,20.92,28.43,34.76,25840,31460,43520,59130,72300,2009
129583,TX,29700,"Laredo, TX",21-0000,major,1030,3.8,11.860,20.68,43000,6.6,11.94,14.91,18.26,27.19,32.51,24840,31010,37970,56550,67620,2009
129589,TX,29700,"Laredo, TX",23-0000,major,410,22.2,4.738,40.53,84310,11.0,11.94,18.66,31.23,46.15,#,24830,38810,64960,95990,#,2009
129593,TX,29700,"Laredo, TX",25-0000,major,7930,3.4,91.215,20.99,43650,2.9,7.46,12.29,22.41,25.37,31.19,15510,25570,46610,52760,64870,2009
129609,TX,29700,"Laredo, TX",27-0000,major,540,15.2,6.188,17.93,37300,4.9,7.89,9.54,14.45,23.84,32.51,16410,19830,30050,49590,67620,2009
129613,TX,29700,"Laredo, TX",29-0000,major,3330,6.1,38.303,30.29,63010,6.0,11.48,15.77,23.95,33.65,55.09,23870,32800,49820,70000,114580,2009
129628,TX,29700,"Laredo, TX",31-0000,major,2040,13.9,23.407,11.21,23310,4.5,7.11,7.89,9.40,11.91,15.80,14790,16410,19550,24770,32860,2009
129637,TX,29700,"Laredo, TX",33-0000,major,4010,4.9,46.076,20.47,42570,7.0,7.79,12.70,20.76,27.33,33.44,16210,26420,43190,56850,69560,2009
129644,TX,29700,"Laredo, TX",35-0000,major,7800,6.6,89.676,8.77,18230,2.4,6.85,7.21,7.85,9.21,11.84,14260,15000,16320,19150,24630,2009
129659,TX,29700,"Laredo, TX",37-0000,major,2200,5.3,25.262,9.23,19190,1.7,6.96,7.47,8.51,9.91,12.39,14470,15540,17700,20610,25770,2009
129664,TX,29700,"Laredo, TX",39-0000,major,5720,8.6,65.793,7.95,16530,2.6,6.80,7.08,7.55,8.49,9.31,14140,14730,15710,17660,19370,2009
129672,TX,29700,"Laredo, TX",41-0000,major,10930,7.6,125.678,11.98,24930,3.8,6.84,7.29,8.71,12.60,20.28,14240,15160,18120,26200,42180,2009
129688,TX,29700,"Laredo, TX",43-0000,major,17610,6.3,202.614,12.57,26140,1.8,7.38,8.61,10.95,14.29,19.23,15350,17910,22770,29720,39990,2009
129727,TX,29700,"Laredo, TX",47-0000,major,3150,13.1,36.261,14.94,31080,3.5,8.77,10.42,12.80,17.65,24.40,18240,21680,26620,36710,50750,2009
129743,TX,29700,"Laredo, TX",49-0000,major,3040,8.2,34.919,14.27,29680,3.4,8.03,10.08,12.76,17.00,23.06,16700,20960,26550,35370,47960,2009
129759,TX,29700,"Laredo, TX",51-0000,major,1230,10.8,14.203,11.69,24310,3.5,7.02,7.64,9.63,13.80,18.77,14610,15890,20040,28710,39040,2009
129771,TX,29700,"Laredo, TX",53-0000,major,9280,5.7,106.779,13.36,27790,3.8,7.33,8.53,11.43,16.30,23.46,15250,17740,23770,33890,48790,2009
129787,TX,30980,"Longview, TX",11-0000,major,3640,4.5,38.555,41.01,85310,2.4,16.37,24.24,34.75,50.46,72.68,34050,50420,72280,104950,151180,2009
129806,TX,30980,"Longview, TX",13-0000,major,2310,7.3,24.465,26.31,54720,3.1,12.39,17.16,23.42,31.91,42.43,25760,35700,48710,66370,88260,2009
129822,TX,30980,"Longview, TX",15-0000,major,690,7.5,7.292,27.50,57200,3.9,14.16,18.03,25.57,34.72,45.51,29450,37510,53180,72220,94660,2009
129829,TX,30980,"Longview, TX",17-0000,major,1450,7.1,15.366,31.21,64910,4.6,14.32,20.23,29.22,39.96,51.07,29790,42070,60770,83120,106220,2009
129844,TX,30980,"Longview, TX",19-0000,major,560,18.8,5.928,26.27,54640,6.1,13.65,17.14,22.39,30.84,43.58,28390,35640,46570,64140,90640,2009
129852,TX,30980,"Longview, TX",21-0000,major,880,7.1,9.351,17.82,37060,2.2,9.05,12.86,16.87,22.40,28.14,18830,26750,35090,46590,58540,2009
129863,TX,30980,"Longview, TX",23-0000,major,430,19.0,4.528,38.09,79220,10.8,14.72,19.81,30.06,51.24,64.56,30620,41200,62520,106580,134280,2009
129866,TX,30980,"Longview, TX",25-0000,major,5660,6.6,60.036,18.54,38560,1.8,7.86,12.91,19.59,23.47,27.08,16340,26850,40740,48820,56330,2009
129883,TX,30980,"Longview, TX",27-0000,major,880,11.5,9.307,15.60,32450,7.9,7.66,9.22,12.41,19.95,28.33,15940,19190,25820,41490,58920,2009
129892,TX,30980,"Longview, TX",29-0000,major,4660,14.2,49.369,30.98,64440,5.9,12.18,17.14,22.67,30.94,61.05,25340,35660,47150,64360,126980,2009
129916,TX,30980,"Longview, TX",31-0000,major,2630,9.4,27.873,11.13,23160,3.5,7.47,8.50,10.06,12.56,14.92,15530,17670,20930,26130,31020,2009
129924,TX,30980,"Longview, TX",33-0000,major,2250,10.3,23.850,17.13,35620,6.4,9.44,11.01,15.23,22.87,28.00,19630,22910,31680,47560,58230,2009
129933,TX,30980,"Longview, TX",35-0000,major,7040,10.8,74.617,8.31,17290,1.6,6.83,7.16,7.70,8.92,10.67,14210,14880,16020,18550,22190,2009
129948,TX,30980,"Longview, TX",37-0000,major,2530,6.5,26.783,10.09,20980,1.8,7.06,7.76,9.42,11.65,14.16,14690,16130,19600,24220,29450,2009
129955,TX,30980,"Longview, TX",39-0000,major,1960,13.3,20.788,9.06,18840,2.9,6.96,7.48,8.47,9.61,11.79,14470,15550,17610,19990,24530,2009
129964,TX,30980,"Longview, TX",41-0000,major,11080,5.1,117.502,16.04,33350,7.4,6.93,7.49,9.20,15.96,29.59,14410,15590,19130,33210,61550,2009
129979,TX,30980,"Longview, TX",43-0000,major,15170,3.5,160.809,13.56,28210,1.6,7.89,9.57,12.22,15.71,21.41,16410,19910,25410,32680,44530,2009
130017,TX,30980,"Longview, TX",45-0000,major,100,25.4,1.017,13.27,27600,10.5,7.82,8.97,12.78,16.15,21.51,16270,18660,26570,33590,44740,2009
130019,TX,30980,"Longview, TX",47-0000,major,8120,7.9,86.090,16.79,34910,2.5,9.56,11.75,15.41,20.13,26.43,19880,24450,32050,41870,54970,2009
130043,TX,30980,"Longview, TX",49-0000,major,5570,7.0,59.072,17.59,36590,2.1,9.67,12.41,16.36,21.30,27.98,20110,25820,34030,44310,58200,2009
130065,TX,30980,"Longview, TX",51-0000,major,10280,5.0,108.983,16.65,34640,3.8,8.96,11.67,14.93,19.51,27.76,18640,24260,31060,40580,57750,2009
130107,TX,30980,"Longview, TX",53-0000,major,6450,5.8,68.419,14.50,30150,2.9,7.59,9.67,13.51,18.07,22.92,15780,20100,28100,37580,47660,2009
130125,TX,31180,"Lubbock, TX",11-0000,major,4970,3.6,40.108,40.56,84370,3.4,17.44,24.46,34.26,48.80,71.10,36270,50870,71270,101500,147890,2009
130143,TX,31180,"Lubbock, TX",13-0000,major,3480,4.5,28.093,24.67,51320,2.8,13.77,17.25,21.77,29.15,38.76,28630,35880,45270,60630,80610,2009
130167,TX,31180,"Lubbock, TX",15-0000,major,1550,12.7,12.481,26.09,54260,2.6,14.13,17.62,24.09,31.18,41.36,29400,36660,50110,64850,86030,2009
130176,TX,31180,"Lubbock, TX",17-0000,major,1030,8.5,8.289,25.64,53340,3.1,11.70,15.83,23.96,32.41,41.70,24330,32930,49840,67420,86730,2009
130189,TX,31180,"Lubbock, TX",19-0000,major,710,14.7,5.763,25.55,53150,4.9,10.80,15.20,21.58,33.08,45.28,22450,31630,44880,68800,94170,2009
130194,TX,31180,"Lubbock, TX",21-0000,major,1990,18.7,16.061,18.50,38490,3.6,10.82,14.24,17.45,22.44,28.07,22510,29630,36300,46680,58380,2009
130206,TX,31180,"Lubbock, TX",23-0000,major,500,13.4,4.067,30.53,63500,8.3,11.67,17.04,26.07,41.94,57.87,24280,35440,54220,87240,120370,2009
130211,TX,31180,"Lubbock, TX",25-0000,major,9180,2.3,74.129,26.87,55890,15.3,7.49,14.01,20.37,31.78,56.03,15570,29140,42380,66110,116540,2009
130236,TX,31180,"Lubbock, TX",27-0000,major,1240,6.4,10.045,19.98,41560,10.6,7.60,9.83,14.42,22.60,37.49,15820,20450,29990,47010,77970,2009
130249,TX,31180,"Lubbock, TX",29-0000,major,8890,22.6,71.806,30.46,63360,6.7,10.87,16.88,22.95,33.00,56.46,22620,35100,47730,68640,117440,2009
130282,TX,31180,"Lubbock, TX",31-0000,major,5110,12.0,41.291,10.41,21660,2.5,7.55,8.36,9.38,11.39,14.77,15700,17390,19500,23690,30720,2009
130295,TX,31180,"Lubbock, TX",33-0000,major,2430,4.2,19.657,18.59,38680,6.2,7.85,11.99,17.25,25.02,30.45,16320,24930,35870,52040,63330,2009
130299,TX,31180,"Lubbock, TX",35-0000,major,15400,3.5,124.357,9.45,19660,4.8,6.88,7.29,8.11,9.81,13.74,14320,15170,16870,20400,28580,2009
130315,TX,31180,"Lubbock, TX",37-0000,major,3840,6.8,31.012,10.06,20920,3.0,7.07,7.77,9.02,10.94,14.66,14710,16170,18760,22750,30500,2009
130322,TX,31180,"Lubbock, TX",39-0000,major,3810,18.6,30.762,8.69,18070,3.4,6.82,7.12,7.62,9.14,12.20,14180,14810,15850,19010,25380,2009
130335,TX,31180,"Lubbock, TX",41-0000,major,15470,4.7,124.945,15.21,31640,3.8,6.98,7.69,10.31,17.50,29.18,14510,16000,21440,36390,60690,2009
130354,TX,31180,"Lubbock, TX",43-0000,major,22780,3.6,183.968,13.48,28040,2.5,7.67,9.32,12.08,15.93,21.74,15950,19390,25140,33130,45220,2009
130399,TX,31180,"Lubbock, TX",45-0000,major,520,9.0,4.169,10.94,22760,4.3,7.08,7.94,10.79,11.78,17.18,14730,16510,22450,24490,35740,2009
130401,TX,31180,"Lubbock, TX",47-0000,major,4620,8.3,37.302,14.81,30810,1.9,8.84,10.81,13.69,17.19,22.37,18390,22490,28480,35760,46530,2009
130416,TX,31180,"Lubbock, TX",49-0000,major,4680,4.1,37.758,17.50,36400,2.6,9.17,11.99,16.26,22.08,28.46,19070,24940,33810,45920,59190,2009
130439,TX,31180,"Lubbock, TX",51-0000,major,4470,7.0,36.060,13.12,27280,2.2,7.66,8.99,11.90,15.54,20.09,15940,18690,24750,32320,41780,2009
130471,TX,31180,"Lubbock, TX",53-0000,major,7170,5.5,57.876,12.57,26140,2.3,7.26,8.45,10.97,14.94,19.94,15100,17590,22820,31070,41480,2009
130487,TX,32580,"McAllen-Edinburg-Mission, TX",11-0000,major,6330,3.7,28.766,38.87,80860,2.9,16.83,22.76,33.51,46.12,66.84,35010,47340,69710,95930,139020,2009
130509,TX,32580,"McAllen-Edinburg-Mission, TX",13-0000,major,4800,5.5,21.792,24.27,50490,2.4,13.29,16.73,22.41,30.07,37.04,27650,34800,46620,62550,77050,2009
130530,TX,32580,"McAllen-Edinburg-Mission, TX",15-0000,major,1040,5.3,4.747,22.77,47370,4.4,10.49,15.35,20.90,28.42,37.95,21830,31930,43470,59120,78950,2009
130538,TX,32580,"McAllen-Edinburg-Mission, TX",17-0000,major,1110,7.6,5.060,24.99,51970,5.8,9.11,14.51,22.26,31.55,44.36,18940,30170,46300,65630,92280,2009
130547,TX,32580,"McAllen-Edinburg-Mission, TX",19-0000,major,1000,14.0,4.556,23.65,49190,5.3,9.31,12.62,19.85,30.09,40.35,19370,26250,41280,62590,83930,2009
130557,TX,32580,"McAllen-Edinburg-Mission, TX",21-0000,major,3020,4.8,13.741,22.23,46230,2.7,11.94,15.15,20.73,29.16,35.01,24830,31510,43110,60650,72820,2009
130567,TX,32580,"McAllen-Edinburg-Mission, TX",23-0000,major,900,10.3,4.094,36.53,75970,12.6,15.35,18.36,26.27,39.74,#,31920,38180,54640,82660,#,2009
130572,TX,32580,"McAllen-Edinburg-Mission, TX",25-0000,major,25310,1.3,115.008,21.74,45230,2.6,8.41,15.22,22.45,28.35,33.22,17500,31660,46700,58970,69100,2009
130609,TX,32580,"McAllen-Edinburg-Mission, TX",27-0000,major,1230,9.5,5.569,17.69,36790,3.5,7.68,10.44,14.99,22.44,31.68,15970,21720,31170,46670,65900,2009
130623,TX,32580,"McAllen-Edinburg-Mission, TX",29-0000,major,12630,3.7,57.381,30.77,63990,2.6,11.24,16.47,27.05,36.44,53.15,23380,34260,56260,75790,110560,2009
130656,TX,32580,"McAllen-Edinburg-Mission, TX",31-0000,major,12630,11.7,57.399,9.47,19700,2.9,6.92,7.42,8.44,10.14,12.84,14400,15430,17550,21080,26710,2009
130669,TX,32580,"McAllen-Edinburg-Mission, TX",33-0000,major,6180,3.5,28.078,18.09,37620,6.7,7.90,11.48,16.91,22.48,29.84,16430,23890,35170,46760,62060,2009
130683,TX,32580,"McAllen-Edinburg-Mission, TX",35-0000,major,18540,2.0,84.242,8.54,17760,1.4,6.83,7.15,7.69,8.99,11.80,14200,14870,15990,18690,24540,2009
130699,TX,32580,"McAllen-Edinburg-Mission, TX",37-0000,major,6040,4.9,27.463,9.79,20360,2.1,7.01,7.61,9.19,11.42,13.42,14590,15830,19120,23760,27920,2009
130706,TX,32580,"McAllen-Edinburg-Mission, TX",39-0000,major,18320,8.0,83.212,8.05,16740,2.1,6.81,7.11,7.60,8.37,9.47,14170,14790,15820,17420,19700,2009
130717,TX,32580,"McAllen-Edinburg-Mission, TX",41-0000,major,22810,3.7,103.616,12.03,25030,3.5,6.85,7.30,8.74,12.82,20.38,14250,15190,18180,26670,42380,2009
130734,TX,32580,"McAllen-Edinburg-Mission, TX",43-0000,major,39200,2.1,178.092,11.76,24460,1.4,7.28,8.28,10.34,13.81,18.25,15150,17230,21510,28720,37950,2009
130781,TX,32580,"McAllen-Edinburg-Mission, TX",45-0000,major,1850,7.7,8.404,8.83,18370,3.7,6.80,7.16,7.80,9.11,13.72,14150,14900,16230,18960,28540,2009
130787,TX,32580,"McAllen-Edinburg-Mission, TX",47-0000,major,7500,5.6,34.084,12.16,25280,2.4,7.22,8.43,10.96,14.28,18.73,15020,17540,22790,29710,38960,2009
130812,TX,32580,"McAllen-Edinburg-Mission, TX",49-0000,major,7300,4.8,33.157,13.88,28870,3.1,7.54,8.98,11.89,16.06,24.82,15690,18690,24730,33400,51630,2009
130836,TX,32580,"McAllen-Edinburg-Mission, TX",51-0000,major,6970,5.6,31.657,11.20,23290,1.8,7.14,7.96,9.71,12.91,17.16,14860,16570,20190,26860,35700,2009
130874,TX,32580,"McAllen-Edinburg-Mission, TX",53-0000,major,15380,4.9,69.881,11.32,23550,2.4,6.96,7.51,9.12,13.17,19.68,14470,15610,18960,27400,40940,2009
130896,TX,33260,"Midland, TX",11-0000,major,3400,7.7,50.389,47.90,99620,4.3,17.18,25.22,38.78,62.65,#,35740,52450,80670,130300,#,2009
130914,TX,33260,"Midland, TX",13-0000,major,2450,9.6,36.243,29.97,62330,3.7,14.88,18.37,26.01,36.19,49.19,30950,38200,54090,75270,102320,2009
130932,TX,33260,"Midland, TX",15-0000,major,800,14.1,11.845,32.31,67200,3.8,15.57,21.08,30.99,41.84,50.71,32390,43850,64460,87030,105480,2009
130940,TX,33260,"Midland, TX",17-0000,major,1840,11.0,27.259,43.02,89480,4.8,17.11,24.87,37.18,55.73,78.30,35600,51740,77340,115920,162870,2009
130952,TX,33260,"Midland, TX",19-0000,major,1320,12.7,19.595,39.48,82120,9.9,10.90,15.71,28.71,52.69,#,22670,32670,59710,109600,#,2009
130959,TX,33260,"Midland, TX",21-0000,major,560,16.0,8.301,18.45,38380,3.5,10.00,13.51,16.63,22.34,28.18,20800,28100,34590,46460,58600,2009
130965,TX,33260,"Midland, TX",23-0000,major,530,7.8,7.868,43.99,91500,12.7,15.46,20.13,33.76,56.31,#,32160,41870,70220,117110,#,2009
130969,TX,33260,"Midland, TX",25-0000,major,3190,1.7,47.205,19.69,40960,3.3,8.30,14.83,20.69,24.05,29.39,17260,30840,43040,50030,61130,2009
130980,TX,33260,"Midland, TX",27-0000,major,640,14.2,9.482,19.78,41140,9.2,8.64,11.29,14.85,23.77,33.72,17980,23470,30890,49440,70140,2009
130985,TX,33260,"Midland, TX",29-0000,major,2050,14.9,30.379,28.74,59780,6.0,12.02,15.79,22.38,31.35,48.18,25010,32840,46550,65210,100210,2009
130998,TX,33260,"Midland, TX",31-0000,major,1340,14.7,19.846,11.32,23550,3.6,7.25,8.20,9.95,12.89,17.45,15070,17050,20700,26810,36290,2009
131005,TX,33260,"Midland, TX",33-0000,major,1090,33.4,16.172,19.83,41260,5.9,8.51,14.02,18.66,25.33,32.44,17700,29150,38820,52690,67470,2009
131012,TX,33260,"Midland, TX",35-0000,major,5840,3.6,86.446,8.92,18550,2.1,6.87,7.26,8.05,9.45,12.12,14300,15110,16750,19660,25210,2009
131024,TX,33260,"Midland, TX",37-0000,major,1680,10.4,24.796,10.25,21320,2.8,7.09,7.77,8.91,11.33,15.13,14740,16160,18540,23570,31470,2009
131030,TX,33260,"Midland, TX",39-0000,major,1960,26.9,29.063,9.63,20040,5.0,6.89,7.31,8.09,10.74,14.42,14340,15200,16820,22340,29990,2009
131038,TX,33260,"Midland, TX",41-0000,major,7030,5.6,104.079,16.42,34150,3.9,7.08,8.13,11.49,19.40,32.12,14730,16920,23910,40360,66820,2009
131053,TX,33260,"Midland, TX",43-0000,major,11640,3.8,172.309,14.48,30130,1.8,8.09,10.08,13.16,17.25,23.44,16820,20960,27380,35890,48750,2009
131091,TX,33260,"Midland, TX",45-0000,major,50,25.5,0.784,11.14,23170,14.5,7.41,8.41,9.88,11.57,16.22,15410,17500,20560,24060,33730,2009
131092,TX,33260,"Midland, TX",47-0000,major,7960,7.9,117.879,19.65,40870,4.8,10.62,12.85,15.68,21.12,31.13,22090,26730,32620,43930,64740,2009
131116,TX,33260,"Midland, TX",49-0000,major,3310,8.7,48.940,17.57,36550,3.1,8.69,11.72,15.97,22.07,28.74,18070,24380,33210,45900,59790,2009
131132,TX,33260,"Midland, TX",51-0000,major,3690,8.5,54.669,17.14,35650,3.2,8.46,10.86,14.75,20.96,29.97,17610,22590,30690,43590,62340,2009
131149,TX,33260,"Midland, TX",53-0000,major,5170,6.0,76.450,14.72,30610,4.9,7.47,8.81,12.51,18.08,26.65,15530,18330,26030,37610,55430,2009
131165,TX,36220,"Odessa, TX",11-0000,major,2560,5.4,42.455,45.20,94020,2.9,19.04,26.63,37.42,55.01,#,39600,55390,77840,114420,#,2009
131181,TX,36220,"Odessa, TX",13-0000,major,1340,8.4,22.182,26.17,54440,3.4,14.09,17.69,23.03,30.53,40.83,29310,36780,47900,63490,84920,2009
131194,TX,36220,"Odessa, TX",15-0000,major,350,14.1,5.824,30.90,64270,5.6,16.22,20.21,28.78,39.30,50.63,33730,42050,59860,81750,105320,2009
131199,TX,36220,"Odessa, TX",17-0000,major,680,16.0,11.334,32.25,67080,4.9,14.97,20.42,29.41,39.32,53.45,31150,42470,61180,81780,111170,2009
131204,TX,36220,"Odessa, TX",19-0000,major,300,23.4,5.047,26.78,55700,14.5,7.77,14.46,19.86,32.04,53.53,16150,30080,41320,66640,111340,2009
131208,TX,36220,"Odessa, TX",21-0000,major,490,4.5,8.114,19.91,41410,4.5,12.78,15.44,19.42,24.38,28.63,26580,32120,40390,50720,59540,2009
131210,TX,36220,"Odessa, TX",23-0000,major,170,27.6,2.775,49.89,103780,16.3,19.26,23.28,35.21,67.00,#,40070,48420,73230,139350,#,2009
131212,TX,36220,"Odessa, TX",25-0000,major,3310,3.1,54.851,23.74,49370,6.5,8.90,18.28,22.58,25.74,32.52,18520,38030,46960,53540,67650,2009
