,NAME,state,county,total_pop,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate
940,"Fluvanna County, Virginia",51,65,27270,1048,21159,4074,724,265,5600.0,2.2,6.7,24.1,24.5,8.6,33.9
941,"Foard County, Texas",48,155,1155,216,859,54,18,8,315.0,,,,,,
942,"Fond du Lac County, Wisconsin",55,39,103403,5588,92058,2092,1752,1913,19652.0,2.6,5.6,36.1,21.0,11.8,23.1
943,"Ford County, Illinois",17,53,12961,481,12073,121,208,78,2496.0,2.9,6.7,35.5,23.5,10.0,21.4
944,"Ford County, Kansas",20,57,33619,18838,13068,768,461,484,3809.0,17.9,8.6,25.3,20.2,10.4,17.7
945,"Forest County, Pennsylvania",42,53,7247,492,5188,1491,62,14,1651.0,3.2,13.8,57.4,13.5,4.0,8.1
946,"Forest County, Wisconsin",55,41,9004,238,7060,114,1550,42,2078.0,3.1,8.1,39.2,23.2,11.8,14.7
947,"Forrest County, Mississippi",28,35,74897,2224,42611,28062,1154,846,10412.0,4.0,8.6,27.2,22.1,10.3,27.8
948,"Forsyth County, Georgia",13,117,244252,23606,168509,9792,4496,37849,30187.0,3.2,3.9,15.6,17.3,7.0,53.1
949,"Forsyth County, North Carolina",37,67,382295,50828,215155,98623,8052,9637,62720.0,4.4,6.4,25.7,21.1,8.4,34.0
950,"Fort Bend County, Texas",48,157,811688,202492,258729,165868,16552,168047,93851.0,4.8,4.6,17.9,19.3,7.2,46.2
951,"Foster County, North Dakota",38,31,3210,74,3033,12,73,18,727.0,,,,,,
952,"Fountain County, Indiana",18,45,16346,435,15536,72,253,50,3318.0,2.8,8.2,43.7,21.4,9.0,14.9
953,"Franklin County, Alabama",1,59,31362,5606,23893,1184,563,116,5374.0,10.0,12.8,36.6,18.2,8.4,14.0
954,"Franklin County, Arkansas",5,47,17715,574,16220,151,547,223,3534.0,6.1,10.2,41.0,22.8,7.8,12.1
955,"Franklin County, Florida",12,37,12125,686,9523,1580,291,45,2926.0,7.2,12.1,34.6,19.2,8.1,18.8
956,"Franklin County, Georgia",13,119,23349,1124,19365,2114,425,321,4477.0,5.1,12.6,39.4,17.7,9.3,15.9
957,"Franklin County, Idaho",16,41,13876,945,12605,44,246,36,2029.0,1.8,7.8,37.8,26.9,7.9,17.7
958,"Franklin County, Illinois",17,55,38469,663,36816,216,614,160,8024.0,2.6,8.5,33.0,28.6,10.6,16.7
959,"Franklin County, Indiana",18,47,22758,289,21984,67,237,181,4318.0,4.6,8.0,42.5,14.7,9.0,21.1
960,"Franklin County, Iowa",19,69,10070,1351,8457,67,137,58,2152.0,3.2,5.7,35.9,22.6,14.6,18.0
961,"Franklin County, Kansas",20,59,25544,1083,23227,348,751,135,4346.0,2.7,5.2,37.6,24.6,9.6,20.4
962,"Franklin County, Kentucky",21,73,50991,1836,41535,5288,1290,1042,9381.0,4.6,6.4,31.3,21.1,6.6,29.9
963,"Franklin County, Maine",23,7,30199,406,28863,156,603,171,6856.0,1.5,5.9,38.0,19.2,10.6,24.8
964,"Franklin County, Massachusetts",25,11,70180,2947,63428,935,1592,1278,16218.0,1.9,4.8,28.5,17.3,10.3,37.3
965,"Franklin County, Mississippi",28,37,7713,89,4846,2645,123,10,1603.0,7.1,8.3,35.4,26.7,10.5,12.0
966,"Franklin County, Missouri",29,71,103967,1936,98700,991,1735,605,18732.0,3.5,8.0,32.7,24.2,10.6,20.9
967,"Franklin County, Nebraska",31,61,2979,72,2841,9,50,7,843.0,,,,,,
968,"Franklin County, New York",36,33,50022,1811,40877,2813,4277,244,8725.0,4.3,8.3,37.7,18.1,12.5,19.1
969,"Franklin County, North Carolina",37,69,69685,6253,43899,17491,1626,416,11935.0,5.3,8.6,29.8,23.9,10.5,22.0
970,"Franklin County, Ohio",39,49,1316756,76123,818216,304977,42162,75278,163143.0,2.9,5.9,24.6,19.6,6.9,40.0
971,"Franklin County, Pennsylvania",42,55,155027,9453,135580,5350,3041,1603,31169.0,3.6,8.2,43.1,15.0,8.5,21.6
972,"Franklin County, Tennessee",47,51,42208,1565,37136,2161,943,403,8589.0,4.6,7.9,40.0,19.5,7.1,20.8
973,"Franklin County, Texas",48,159,10725,1616,8352,414,233,110,2367.0,4.6,4.1,27.9,29.5,7.3,26.6
974,"Franklin County, Vermont",50,11,49402,846,46214,339,1592,411,8246.0,3.2,6.1,37.9,17.9,10.8,24.1
975,"Franklin County, Virginia",51,67,56042,1613,48875,4333,948,273,13552.0,4.8,7.0,34.9,21.2,10.1,21.9
976,"Franklin County, Washington",53,21,95222,51001,37946,2015,2084,2176,9192.0,16.0,9.1,25.5,22.5,9.2,17.7
977,"Franklin Parish, Louisiana",22,41,20015,336,12997,6356,248,78,3688.0,8.4,16.7,42.1,15.2,5.7,12.0
978,"Franklin city, Virginia",51,620,7967,214,2940,4549,188,76,1519.0,3.1,10.6,29.1,23.3,14.8,19.1
979,"Frederick County, Maryland",24,21,259547,27366,186170,25804,7540,12667,38454.0,3.3,4.2,24.1,19.0,8.0,41.4
980,"Frederick County, Virginia",51,69,89313,8325,73488,3873,2092,1535,15939.0,4.0,6.8,32.4,19.7,8.9,28.3
981,"Fredericksburg city, Virginia",51,630,29036,3172,17174,6636,1182,872,3462.0,4.3,5.5,23.7,20.6,4.9,40.9
982,"Freeborn County, Minnesota",27,47,30281,3100,25371,399,504,907,6827.0,3.7,7.5,35.0,22.9,13.7,17.1
983,"Freestone County, Texas",48,161,19717,3169,13062,3010,358,118,3996.0,7.3,10.1,33.2,23.3,10.8,15.3
984,"Fremont County, Colorado",8,43,47839,6441,37711,1827,1417,443,10594.0,1.8,8.1,39.3,23.4,8.9,18.5
985,"Fremont County, Idaho",16,43,13099,1642,11121,47,205,84,2286.0,4.9,8.5,30.2,25.0,9.7,21.7
986,"Fremont County, Iowa",19,71,6960,210,6573,56,97,24,1629.0,2.7,5.2,33.6,24.4,15.3,18.9
987,"Fremont County, Wyoming",56,13,39261,2749,27275,212,8813,212,7387.0,1.7,6.2,29.7,26.2,11.9,24.3
988,"Fresno County, California",6,19,999101,537180,286049,46274,24731,104867,125435.0,13.8,10.2,22.7,23.4,8.7,21.2
989,"Frio County, Texas",48,163,20306,16216,2853,602,134,501,2499.0,18.0,15.8,34.2,17.0,7.7,7.3
990,"Frontier County, Nebraska",31,63,2627,83,2483,12,44,5,635.0,,,,,,
991,"Fulton County, Arkansas",5,49,12477,215,11787,85,347,43,3249.0,6.8,7.6,35.8,29.7,7.8,12.2
992,"Fulton County, Georgia",13,121,1063937,76773,421178,463336,22019,80631,127765.0,2.4,5.0,17.7,16.0,6.0,52.9
993,"Fulton County, Illinois",17,57,34340,1075,31421,1326,412,106,7278.0,3.2,8.2,34.5,25.3,11.3,17.6
994,"Fulton County, Indiana",18,49,19974,1080,18264,160,336,134,3976.0,3.7,8.5,40.6,23.7,7.6,15.8
995,"Fulton County, Kentucky",21,75,5969,137,4171,1444,165,52,1238.0,8.8,12.1,37.4,22.1,6.2,13.4
996,"Fulton County, New York",36,35,53383,1861,49220,1023,885,394,10752.0,2.8,9.9,35.7,18.6,14.9,18.2
997,"Fulton County, Ohio",39,51,42126,3720,37397,264,566,179,7767.0,2.2,6.5,41.7,21.0,10.9,17.6
998,"Fulton County, Pennsylvania",42,57,14530,186,13920,176,211,37,3198.0,3.6,8.6,52.2,14.1,7.9,13.6
